fix,Tm,Pos,G,GS,MP,FG,FGA,FG.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS.G,PER,TS.,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,average salary
quincyacy,TOR,PF,29,0,11.8,1.4,2.6,0.56,0.5670000000000001,1.1,1.3,0.816,1.0,1.6,2.7,0.4,0.4,0.5,0.6,1.8,4.0,15.9,0.632,0.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,0.7,0.4,1.1,0.157,-0.6,1.3,0.7,0.2,789705
jeffadrien,CHA,PF,52,5,13.7,1.4,3.2,0.429,0.429,1.3,1.9,0.65,1.3,2.5,3.8,0.7,0.3,0.5,0.6,1.5,4.0,13.4,0.493,0.595,10.6,21.2,15.7,8.3,1.3,3.1,13.1,15.6,0.5,0.4,1.0,0.064,-3.0,-0.2,-3.3,-0.2,784728
arronafflalo,ORL,SF,64,64,36.0,6.2,14.1,0.439,0.478,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,13.0,0.527,0.24600000000000002,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,1.5,0.5,2.0,0.042,-0.3,-2.0,-2.3,-0.2,7342500
lamarcusaldridge,POR,PF,74,74,37.7,8.6,17.8,0.484,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,20.4,0.53,0.264,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,0.3,0.5,0.8,2.0,13000000
lavoyallen,PHI,C,79,37,21.1,2.6,5.7,0.45399999999999996,0.45399999999999996,0.5,0.8,0.7170000000000001,2.0,3.0,5.0,0.9,0.3,0.7,0.7,2.3,5.8,11.5,0.474,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,0.9,1.6,2.5,0.07200000000000001,-3.2,0.6,-2.6,-0.3,3030000
rayallen,MIA,SG,79,0,25.8,3.7,8.2,0.449,0.555,1.8,2.0,0.8859999999999999,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6,10.9,14.7,0.599,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,3.4,1.9,5.4,0.126,1.7,-1.5,0.2,1.1,3159525
tonyallen,MEM,SG,79,79,26.7,3.6,8.1,0.445,0.447,1.7,2.4,0.7170000000000001,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,13.2,0.489,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,0.115,-1.6,2.9,1.3,1.8,5000000
alfarouqaminu,NOH,SF,76,71,27.2,3.0,6.2,0.475,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2.0,7.3,13.7,0.519,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-2.0,2.4,0.4,1.3,3749602
chrisandersen,MIA,C,42,0,14.9,1.7,2.9,0.5770000000000001,0.585,1.5,2.2,0.677,1.4,2.7,4.1,0.4,0.4,1.0,0.6,2.1,4.9,17.4,0.631,0.7559999999999999,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,1.6,1.1,2.7,0.207,-0.6,1.8,1.2,0.5,1423999
alananderson,TOR,SF,65,2,23.0,3.6,9.5,0.38299999999999995,0.46,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2.0,10.7,12.6,0.509,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,0.8,0.8,1.6,0.052000000000000005,0.4,-2.4,-2.0,0.0,1005646
ryananderson,NOH,PF,81,22,30.9,5.8,13.8,0.423,0.519,1.9,2.2,0.8440000000000001,2.4,4.0,6.4,1.2,0.5,0.4,1.2,2.2,16.2,18.1,0.5479999999999999,0.161,8.9,15.9,12.4,6.9,0.9,1.0,7.5,24.0,5.7,0.8,6.5,0.125,4.1,-2.9,1.3,2.1,8500000
carmeloanthony,NYK,PF,67,67,37.0,10.0,22.2,0.449,0.502,6.3,7.6,0.83,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,24.8,0.56,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2.0,9.5,0.184,4.7,-2.3,2.4,2.8,21388954
joelanthony,MIA,C,62,3,9.1,0.6,1.1,0.515,0.515,0.3,0.5,0.607,0.7,1.1,1.9,0.2,0.2,0.7,0.4,0.8,1.4,10.4,0.542,0.41200000000000003,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,0.4,0.8,1.2,0.1,-3.0,2.7,-0.3,0.2,3650000
trevorariza,WAS,SF,56,15,26.3,3.4,8.1,0.41700000000000004,0.501,1.4,1.7,0.821,0.8,4.0,4.8,2.0,1.3,0.4,1.5,1.3,9.5,14.0,0.5379999999999999,0.21100000000000002,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,0.7,2.4,3.1,0.102,-0.4,1.9,1.5,1.3,6790640
darrellarthur,MEM,PF,59,3,16.4,2.7,6.1,0.451,0.45799999999999996,0.6,0.8,0.7170000000000001,1.2,1.7,2.9,0.6,0.4,0.6,0.7,2.1,6.1,11.8,0.47700000000000004,0.128,8.1,12.5,10.3,5.9,1.3,2.8,10.2,20.1,0.2,1.5,1.7,0.084,-2.9,0.5,-2.4,-0.1,4837500
omerasik,HOU,C,82,82,30.0,4.0,7.5,0.541,0.541,2.0,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,14.9,0.5579999999999999,0.48700000000000004,12.8,31.0,22.0,4.6,0.9,2.7,18.8,16.3,2.0,3.5,5.5,0.10800000000000001,-2.6,1.3,-1.3,0.5,8374646
djaugustin,IND,PG,76,5,16.1,1.4,3.9,0.35,0.46399999999999997,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0.0,0.9,0.8,4.7,11.0,0.527,0.337,1.9,6.3,4.1,21.6,1.5,0.2,16.8,15.1,1.4,1.5,2.8,0.11199999999999999,-0.4,-1.4,-1.9,0.0,755459
jeffayres,IND,PF,37,0,10.0,1.6,3.4,0.484,0.49200000000000005,0.6,0.6,0.9129999999999999,0.8,2.0,2.8,0.4,0.2,0.3,0.6,1.2,3.9,14.5,0.5329999999999999,0.183,8.9,22.2,15.7,7.2,0.9,2.4,14.5,19.7,0.3,0.7,1.0,0.129,-3.5,0.6,-2.9,-0.1,1789375
lukebabbitt,POR,PF,62,0,11.8,1.4,3.8,0.368,0.5,0.2,0.2,0.769,0.2,2.0,2.2,0.5,0.2,0.1,0.4,1.3,3.9,9.4,0.509,0.055999999999999994,2.4,19.7,10.9,6.2,1.0,0.5,8.4,16.4,0.3,0.4,0.7,0.047,-1.2,-2.3,-3.6,-0.3,684540
leandrobarbosa,BOS,PG,41,2,12.5,2.0,4.7,0.43,0.47700000000000004,0.8,1.0,0.7559999999999999,0.2,0.9,1.1,1.4,0.4,0.1,0.5,1.2,5.2,13.5,0.509,0.212,1.9,8.5,5.3,19.0,1.7,0.9,9.1,21.4,0.4,0.5,0.9,0.086,-1.1,-1.8,-2.9,-0.1,410936
andreabargnani,TOR,PF,35,25,28.7,4.9,12.2,0.39899999999999997,0.444,1.9,2.2,0.8440000000000001,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,11.2,0.48200000000000004,0.18100000000000002,3.0,12.3,7.6,6.6,1.1,1.8,10.5,23.8,-0.5,0.6,0.1,0.006999999999999999,-2.5,-1.8,-4.2,-0.6,10000000
harrisonbarnes,GSW,SF,81,81,25.4,3.4,7.8,0.439,0.48100000000000004,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,11.0,0.526,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,0.065,-2.1,-0.3,-2.4,-0.2,2192970
mattbarnes,LAC,SF,80,4,25.7,3.9,8.4,0.462,0.544,1.1,1.5,0.7440000000000001,1.4,3.2,4.6,1.5,1.0,0.8,1.1,2.9,10.3,15.5,0.5660000000000001,0.17300000000000001,6.5,14.5,10.6,9.2,2.1,2.6,11.0,18.1,3.5,2.8,6.3,0.146,2.2,1.1,3.4,2.8,3396250
willbarton,POR,SG,73,5,12.2,1.6,4.2,0.382,0.396,0.7,0.9,0.769,0.5,1.5,2.0,0.8,0.5,0.1,0.8,0.8,4.0,9.1,0.43700000000000006,0.21,4.6,14.3,9.4,10.4,2.0,0.8,15.1,20.4,-1.1,0.6,-0.5,-0.027999999999999997,-4.8,-0.9,-5.7,-0.8,751372
brandonbass,BOS,PF,81,69,27.6,3.5,7.3,0.486,0.486,1.6,1.9,0.86,1.6,3.7,5.2,1.0,0.5,0.8,1.0,2.3,8.7,12.3,0.535,0.255,7.0,15.2,11.2,6.0,1.0,2.3,10.9,15.5,2.0,2.7,4.7,0.10099999999999999,-2.3,1.1,-1.2,0.4,6450000
shanebattier,MIA,SF,72,20,24.8,2.1,5.0,0.42,0.608,0.4,0.5,0.8420000000000001,0.5,1.8,2.3,1.0,0.6,0.8,0.5,2.1,6.6,10.7,0.623,0.105,2.7,8.4,5.7,5.7,1.2,2.5,8.2,11.0,2.8,1.6,4.4,0.11900000000000001,2.0,0.0,2.0,1.8,3135000
nicolasbatum,POR,SF,73,73,38.5,4.8,11.4,0.423,0.522,2.4,2.9,0.848,1.3,4.3,5.6,4.9,1.2,1.1,2.6,1.9,14.3,15.7,0.5660000000000001,0.252,4.0,13.2,8.5,20.3,1.7,2.2,17.0,18.2,3.8,1.9,5.8,0.099,2.3,1.1,3.4,3.8,11530375
jerrydbayless,MEM,PG,80,4,22.1,3.3,7.8,0.419,0.47600000000000003,1.3,1.5,0.836,0.3,1.9,2.2,3.3,0.7,0.2,1.5,2.1,8.7,13.5,0.514,0.196,1.4,10.5,5.9,24.9,1.8,0.8,15.1,20.8,1.5,2.5,4.0,0.10800000000000001,0.1,-0.2,-0.2,0.8,3067500
kentbazemore,GSW,SG,61,0,4.4,0.7,1.9,0.371,0.414,0.4,0.7,0.614,0.1,0.3,0.4,0.4,0.3,0.1,0.3,0.4,2.0,11.3,0.45399999999999996,0.379,2.1,6.8,4.5,13.1,3.2,1.2,11.7,25.7,-0.3,0.3,0.1,0.013999999999999999,-3.4,-1.5,-4.9,-0.2,631238
bradleybeal,WAS,SG,56,46,31.2,5.0,12.3,0.41,0.47700000000000004,2.2,2.8,0.7859999999999999,0.8,3.0,3.8,2.4,0.9,0.5,1.6,2.0,13.9,13.6,0.515,0.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,1.0,2.0,3.0,0.08199999999999999,0.0,0.0,-0.1,0.9,4663129
michaelbeasley,PHO,SF,75,20,20.7,4.1,10.2,0.405,0.434,1.3,1.7,0.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,1.4,10.1,10.8,0.462,0.16399999999999998,3.7,17.2,10.3,12.5,1.0,1.6,14.9,27.6,-2.5,1.0,-1.5,-0.047,-4.4,-1.7,-6.1,-1.6,1027424
marcobelinelli,CHI,SG,73,27,25.8,3.3,8.4,0.395,0.46,1.9,2.3,0.8390000000000001,0.2,1.7,1.9,2.0,0.6,0.1,1.1,1.9,9.6,10.4,0.513,0.275,0.8,7.8,4.3,12.9,1.3,0.2,10.7,18.7,1.3,1.6,3.0,0.076,-1.1,-1.6,-2.7,-0.3,2811875
patrickbeverley,HOU,PG,41,0,17.4,1.9,4.6,0.418,0.513,0.8,1.0,0.8290000000000001,1.1,1.6,2.7,2.9,0.9,0.5,1.1,2.0,5.6,15.4,0.551,0.217,7.2,10.1,8.7,24.2,2.6,2.2,17.5,15.4,1.4,0.8,2.2,0.14800000000000002,2.0,1.4,3.4,1.0,661830
bismackbiyombo,CHA,C,80,65,27.3,2.0,4.3,0.451,0.451,0.9,1.8,0.521,2.4,4.9,7.3,0.4,0.4,1.8,1.0,2.4,4.8,10.1,0.47200000000000003,0.41,9.9,20.9,15.2,2.5,0.7,5.3,16.7,10.2,0.1,1.3,1.4,0.031,-4.4,1.2,-3.2,-0.7,3161320
steveblake,LAL,PG,45,13,26.1,2.5,6.0,0.42200000000000004,0.556,0.6,0.8,0.7709999999999999,0.5,2.5,2.9,3.8,0.8,0.1,1.4,1.8,7.3,11.7,0.573,0.13,2.0,10.1,6.2,21.9,1.5,0.4,17.8,13.2,1.6,0.8,2.4,0.09699999999999999,0.7,-0.7,0.0,0.6,4000000
andrayblatche,BRK,C,82,8,19.0,4.2,8.2,0.512,0.514,1.8,2.6,0.685,2.0,3.1,5.1,1.0,1.0,0.7,1.5,2.0,10.3,21.9,0.547,0.32,12.2,19.6,15.8,10.5,3.0,2.7,13.8,26.5,2.4,2.5,4.9,0.153,0.7,1.6,2.3,1.7,1406555
ericbledsoe,LAC,PG,76,12,20.4,3.3,7.5,0.445,0.473,1.4,1.8,0.7909999999999999,1.0,1.9,3.0,3.1,1.4,0.7,1.8,1.5,8.5,17.5,0.513,0.23600000000000002,6.1,11.1,8.6,23.5,3.7,3.0,17.9,22.5,1.1,2.6,3.7,0.115,0.0,2.7,2.7,1.9,1853889
keithbogans,BRK,SG,74,23,19.0,1.5,3.8,0.38,0.528,0.1,0.2,0.647,0.2,1.4,1.6,1.0,0.4,0.1,0.7,1.5,4.2,6.7,0.5329999999999999,0.06,1.3,8.8,5.0,8.1,1.1,0.2,14.4,11.2,0.7,0.7,1.4,0.047,-0.4,-0.9,-1.3,0.3,5209958
andrewbogut,GSW,C,32,32,24.6,2.6,5.8,0.451,0.45399999999999996,0.6,1.2,0.5,2.1,5.5,7.7,2.1,0.6,1.7,1.1,2.7,5.8,13.8,0.46299999999999997,0.207,9.8,24.1,17.2,12.5,1.3,5.5,14.8,13.4,0.4,1.4,1.7,0.106,-2.5,4.8,2.3,0.9,12000000
mattbonner,SAS,PF,68,4,13.4,1.6,3.4,0.48700000000000004,0.602,0.2,0.2,0.733,0.4,1.5,1.9,0.5,0.3,0.3,0.2,1.3,4.2,11.8,0.609,0.065,3.4,12.5,8.2,5.8,1.0,1.5,6.3,12.8,1.4,1.1,2.5,0.133,0.4,0.0,0.5,0.6,3472500
trevorbooker,WAS,PF,48,14,18.5,2.3,4.6,0.491,0.491,0.8,1.5,0.556,2.0,2.9,5.0,0.8,0.7,0.3,0.6,2.0,5.3,13.9,0.509,0.327,12.2,17.8,14.9,7.4,1.9,1.4,11.0,14.5,0.9,1.4,2.3,0.126,-1.7,1.8,0.1,0.5,1567895
carlosboozer,CHI,PF,79,79,32.2,6.9,14.4,0.47700000000000004,0.47700000000000004,2.4,3.3,0.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3.0,16.2,17.1,0.51,0.23199999999999998,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,1.4,4.3,5.7,0.10800000000000001,-1.5,0.9,-0.6,0.9,15000000
chrisbosh,MIA,C,74,74,33.2,6.6,12.3,0.535,0.546,3.3,4.1,0.7979999999999999,1.8,5.0,6.8,1.7,0.9,1.4,1.7,2.3,16.6,20.0,0.5920000000000001,0.33299999999999996,7.0,17.6,12.6,8.4,1.4,3.4,11.0,22.7,5.6,3.4,9.0,0.175,0.6,0.6,1.2,2.0,18306250
averybradley,BOS,PG,50,50,28.7,3.8,9.6,0.402,0.444,0.7,1.0,0.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2,8.8,0.461,0.10300000000000001,2.5,6.5,4.6,11.6,2.3,1.0,12.6,18.8,-1.3,1.6,0.4,0.012,-2.8,0.2,-2.7,-0.2,1771218
eltonbrand,DAL,C,72,18,21.2,3.1,6.6,0.473,0.473,0.9,1.3,0.71,1.8,4.2,6.0,1.0,0.7,1.3,0.8,2.7,7.2,15.2,0.499,0.195,9.7,21.5,15.7,7.1,1.7,4.6,9.9,17.2,1.2,2.2,3.4,0.107,-2.1,2.5,0.4,0.9,4000000
coreybrewer,DEN,SF,82,2,24.4,4.6,10.8,0.425,0.47600000000000003,1.8,2.6,0.69,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9,12.1,14.7,0.506,0.245,3.1,9.9,6.6,9.5,3.0,0.9,9.4,23.4,1.7,2.2,3.9,0.09300000000000001,0.7,-0.4,0.3,1.1,4702500
marshonbrooks,BRK,SG,73,2,12.5,2.1,4.6,0.46299999999999997,0.485,0.9,1.3,0.7340000000000001,0.4,1.0,1.4,1.0,0.5,0.2,0.9,1.3,5.4,13.5,0.523,0.281,4.1,9.4,6.7,14.6,2.0,1.3,15.5,22.5,0.5,0.8,1.3,0.068,-1.4,-0.8,-2.2,0.0,1144662
shannonbrown,PHO,SG,59,22,23.8,4.1,9.7,0.42,0.45399999999999996,1.7,2.1,0.784,0.7,1.8,2.5,1.8,1.0,0.3,1.3,1.6,10.5,13.1,0.493,0.21899999999999997,3.5,8.7,6.0,12.8,2.2,0.8,10.6,22.2,0.4,0.8,1.2,0.040999999999999995,-0.9,-1.3,-2.1,0.0,752852
kobebryant,LAL,SG,78,78,38.6,9.5,20.4,0.46299999999999997,0.504,6.7,8.0,0.8390000000000001,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,23.0,0.57,0.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,8.4,2.6,10.9,0.174,5.2,-0.5,4.7,5.1,27849149
alecburks,UTA,SG,64,0,17.8,2.5,6.1,0.42,0.46299999999999997,1.4,2.0,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7.0,11.5,0.507,0.332,3.8,11.2,7.5,13.0,1.6,0.9,14.3,20.7,0.3,0.7,1.0,0.044000000000000004,-1.4,-1.3,-2.7,-0.2,2341929
caronbutler,LAC,SF,78,78,24.1,3.9,9.2,0.424,0.513,1.0,1.2,0.833,0.5,2.3,2.9,1.0,0.7,0.1,0.9,1.8,10.4,12.4,0.535,0.125,2.6,11.4,7.1,6.5,1.4,0.5,8.7,20.2,1.9,1.6,3.6,0.091,0.3,-1.9,-1.6,0.2,1000000
jimmybutler,CHI,SF,82,20,26.0,2.9,6.2,0.467,0.506,2.3,2.8,0.8029999999999999,1.7,2.3,4.0,1.4,1.0,0.4,0.8,1.2,8.6,15.2,0.574,0.455,7.2,10.4,8.8,8.6,2.0,1.1,9.2,14.6,4.4,2.6,7.0,0.158,0.9,1.0,1.9,2.1,1302377
willbynum,DET,PG,65,0,18.8,3.9,8.3,0.469,0.491,1.6,2.0,0.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2.0,9.8,16.6,0.532,0.243,2.6,6.6,4.6,34.8,2.0,0.3,17.3,27.0,1.2,0.5,1.7,0.067,0.8,-3.2,-2.4,-0.1,2853126
demarrecarroll,UTA,SF,66,12,16.8,2.3,4.9,0.46,0.491,1.1,1.5,0.765,1.3,1.5,2.8,0.9,0.9,0.4,0.5,1.8,6.0,15.5,0.535,0.302,9.1,10.8,9.9,8.7,2.8,1.7,8.5,16.4,2.0,1.1,3.1,0.134,1.4,0.7,2.0,1.1,2500000
vincecarter,DAL,SF,81,3,25.8,4.6,10.6,0.435,0.53,2.2,2.8,0.816,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,13.4,17.8,0.5710000000000001,0.261,3.1,14.4,8.9,15.0,1.8,1.6,10.0,23.1,3.9,2.0,6.0,0.13699999999999998,3.3,-0.4,2.9,2.6,3090000
omricasspi,CLE,SF,43,1,11.7,1.5,3.7,0.39399999999999996,0.47200000000000003,0.5,1.0,0.537,0.5,2.2,2.7,0.7,0.6,0.3,0.5,1.0,4.0,12.9,0.486,0.256,4.4,22.7,13.1,8.8,2.6,1.9,11.0,17.7,0.1,0.6,0.7,0.064,-1.8,0.1,-1.7,0.0,1005646
mariochalmers,MIA,PG,77,77,26.9,2.9,6.9,0.429,0.545,1.2,1.5,0.795,0.2,2.0,2.2,3.5,1.5,0.2,1.5,2.5,8.6,13.3,0.5760000000000001,0.212,1.2,8.6,5.1,19.4,3.0,0.5,17.1,16.1,2.6,2.5,5.2,0.12,1.3,-0.2,1.1,1.6,4000000
tysonchandler,NYK,C,66,66,32.8,3.9,6.1,0.638,0.638,2.7,3.9,0.6940000000000001,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,18.9,0.6709999999999999,0.645,14.1,24.3,19.0,4.5,1.0,3.0,14.5,13.0,6.7,2.6,9.3,0.207,1.7,1.8,3.5,3.0,13852363
wilsonchandler,DEN,PF,43,8,25.1,4.9,10.6,0.462,0.519,2.0,2.6,0.7929999999999999,1.0,4.0,5.1,1.3,1.0,0.3,1.4,2.8,13.0,16.6,0.556,0.244,4.8,17.6,11.3,8.3,2.1,0.9,10.6,22.7,1.8,1.3,3.1,0.13699999999999998,1.2,-0.5,0.7,0.7,6344163
earlclark,LAL,PF,59,36,23.1,2.9,6.5,0.44,0.486,0.9,1.3,0.6970000000000001,1.4,4.1,5.5,1.1,0.6,0.7,1.1,1.7,7.3,12.4,0.51,0.19699999999999998,6.8,19.1,13.1,7.4,1.3,2.3,12.9,15.7,0.7,1.5,2.3,0.08,-2.0,1.0,-0.9,0.4,5576
victorclaver,POR,SF,49,16,16.6,1.5,3.9,0.392,0.45799999999999996,0.3,0.6,0.467,0.6,1.8,2.4,0.9,0.5,0.2,0.9,1.5,3.8,7.0,0.462,0.159,4.4,12.8,8.5,7.9,1.7,1.1,17.5,13.9,-0.6,0.5,-0.1,-0.005,-3.3,0.0,-3.3,-0.3,1333333
norriscole,MIA,PG,80,4,19.9,2.2,5.3,0.42100000000000004,0.462,0.7,1.0,0.65,0.2,1.4,1.6,2.1,0.7,0.1,1.3,1.9,5.6,7.9,0.483,0.188,1.5,8.2,5.0,15.2,1.9,0.4,18.4,17.0,-0.8,1.4,0.6,0.019,-3.4,-1.1,-4.5,-1.0,1082560
darrencollison,DAL,PG,81,47,29.3,4.2,8.9,0.47100000000000003,0.504,3.0,3.4,0.88,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7,12.0,16.3,0.575,0.38,1.5,8.7,5.1,26.8,2.2,0.3,17.0,19.6,4.0,1.7,5.6,0.114,1.1,-0.9,0.2,1.3,1942750
nickcollison,OKC,C,81,2,19.5,2.2,3.7,0.595,0.595,0.7,1.0,0.769,1.5,2.6,4.1,1.5,0.6,0.4,0.9,2.4,5.1,13.6,0.624,0.264,9.6,14.2,12.1,11.3,1.7,1.4,17.3,11.5,3.2,2.1,5.2,0.158,1.0,1.4,2.4,1.8,2757500
mikeconley,MEM,PG,80,80,34.5,5.2,11.8,0.44,0.49700000000000005,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,18.3,0.5489999999999999,0.3,1.8,7.9,4.8,29.5,3.4,0.7,15.1,21.0,5.1,4.7,9.9,0.172,3.1,1.1,4.1,4.3,8000000
chriscopeland,NYK,PF,56,13,15.4,3.3,6.8,0.479,0.557,1.1,1.5,0.759,0.6,1.5,2.1,0.5,0.3,0.2,0.9,1.9,8.7,16.8,0.583,0.218,4.5,11.9,8.1,5.7,1.0,1.2,10.7,25.3,1.5,0.6,2.1,0.11699999999999999,1.0,-3.2,-2.2,-0.1,3067500
demarcuscousins,SAC,C,75,74,30.5,6.4,13.8,0.465,0.467,4.2,5.6,0.738,3.0,7.0,9.9,2.7,1.4,0.7,3.0,3.6,17.1,20.2,0.524,0.408,10.9,27.0,18.7,15.3,2.4,1.9,15.5,28.1,2.0,2.3,4.4,0.092,0.0,1.0,1.0,1.7,3950033
jamalcrawford,LAC,SG,76,0,29.3,5.9,13.4,0.43799999999999994,0.511,2.8,3.3,0.871,0.3,1.4,1.7,2.5,1.0,0.2,1.9,0.9,16.5,16.8,0.5579999999999999,0.244,1.2,5.6,3.4,14.4,1.9,0.5,11.5,26.0,3.7,1.7,5.4,0.11599999999999999,2.0,-2.6,-0.6,0.8,5337500
jaecrowder,DAL,SF,78,16,17.3,1.8,4.7,0.384,0.47,0.6,0.9,0.644,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,5.0,10.2,0.491,0.19899999999999998,2.9,12.3,7.7,10.0,2.4,1.0,10.9,15.1,0.2,1.3,1.5,0.055,-0.9,0.4,-0.5,0.5,768202
dantecunningham,MIN,PF,80,9,25.1,3.9,8.4,0.46799999999999997,0.46799999999999997,0.8,1.3,0.65,1.8,3.3,5.1,0.8,1.1,0.5,0.7,1.9,8.7,13.3,0.485,0.154,7.8,15.6,11.6,5.7,2.2,1.5,7.3,17.2,1.1,2.4,3.5,0.084,-2.1,1.1,-0.9,0.5,2090000
stephencurry,GSW,PG,78,78,38.2,8.0,17.8,0.451,0.5489999999999999,3.4,3.7,0.9,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,22.9,21.3,0.589,0.21,2.3,9.1,5.8,31.1,2.1,0.3,13.7,26.4,8.4,2.8,11.2,0.18,6.3,-0.9,5.4,5.6,11000000
samueldalembert,MIL,C,47,23,16.3,2.9,5.4,0.542,0.5429999999999999,0.8,1.2,0.691,2.2,3.6,5.9,0.4,0.4,1.1,1.1,1.9,6.7,18.6,0.565,0.217,14.2,24.9,19.4,4.5,1.1,5.1,15.5,18.7,0.9,1.2,2.2,0.13699999999999998,-2.3,1.0,-1.2,0.1,3784015
anthonydavis,NOH,PF,64,60,28.8,5.5,10.6,0.516,0.516,2.6,3.5,0.7509999999999999,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,13.5,21.7,0.5589999999999999,0.33299999999999996,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,3.7,2.4,6.1,0.159,0.5,1.9,2.3,2.0,5799503
glendavis,ORL,PF,34,33,31.3,6.3,14.1,0.44799999999999995,0.44799999999999995,2.5,3.4,0.718,1.6,5.6,7.2,2.1,0.9,0.6,1.9,2.6,15.1,15.0,0.483,0.245,5.8,20.3,13.1,11.3,1.6,1.5,10.8,25.4,-0.1,0.9,0.8,0.035,-2.8,-0.2,-3.0,-0.3,783290
nandodecolo,SAS,SG,72,6,12.8,1.5,3.3,0.436,0.5,0.5,0.6,0.795,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.2,3.8,11.1,0.53,0.183,3.1,13.7,8.7,21.6,2.3,0.5,23.7,17.1,0.0,1.4,1.3,0.07,-2.1,1.0,-1.0,0.2,1431500
carlosdelfino,HOU,SF,67,5,25.2,3.7,9.3,0.405,0.532,0.7,0.8,0.857,0.3,3.0,3.3,2.0,1.0,0.1,1.1,1.7,10.6,13.3,0.5489999999999999,0.09,1.2,13.4,7.4,12.5,2.0,0.4,10.0,18.6,2.0,1.5,3.5,0.10099999999999999,1.7,-0.6,1.2,1.3,3250000
luoldeng,CHI,SF,75,75,38.7,6.2,14.6,0.426,0.461,3.1,3.8,0.816,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,15.1,0.508,0.258,6.3,12.6,9.4,13.2,1.5,0.8,10.6,21.5,3.0,3.3,6.3,0.105,0.6,0.4,1.1,2.2,11834238
demarderozan,TOR,SG,82,82,36.7,6.7,15.0,0.445,0.45899999999999996,4.3,5.2,0.831,0.6,3.3,3.9,2.5,0.9,0.3,1.8,2.1,18.1,14.7,0.523,0.34700000000000003,1.9,10.9,6.3,12.0,1.3,0.6,9.6,24.2,3.1,1.6,4.7,0.075,-0.5,-1.4,-1.9,0.1,9500000
borisdiaw,SAS,PF,75,20,22.8,2.4,4.4,0.539,0.584,0.6,0.9,0.723,0.9,2.5,3.4,2.4,0.7,0.4,1.1,1.9,5.8,11.9,0.603,0.196,4.7,12.0,8.6,15.0,1.6,1.1,18.9,12.0,2.2,2.3,4.4,0.124,-0.1,1.9,1.8,1.6,4601250
