fix,Tm,Pos,G,GS,MP,FG,FGA,FG.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS.G,PER,TS.,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,average salary
kylekorver,ATL,SG,71,71,33.9,4.1,8.6,0.475,0.626,1.2,1.3,0.9259999999999999,0.3,3.7,4.0,2.9,1.0,0.3,1.4,2.1,12.0,13.5,0.653,0.154,1.1,12.4,6.8,13.3,1.5,0.8,13.6,14.2,3.9,2.0,5.9,0.11800000000000001,2.0,0.2,2.2,2.5,6000000
kostakoufos,MEM,C,80,22,16.9,2.8,5.7,0.495,0.495,0.8,1.2,0.645,2.0,3.2,5.2,0.5,0.4,0.9,0.8,2.3,6.4,16.5,0.514,0.203,14.0,22.7,18.4,4.7,1.3,4.4,11.8,19.4,1.3,2.2,3.5,0.124,-2.1,1.2,-0.9,0.4,3000000
jeremylamb,OKC,SG,78,0,19.7,3.4,7.8,0.43200000000000005,0.504,0.7,0.8,0.797,0.3,2.1,2.4,1.5,0.7,0.3,0.8,1.8,8.5,13.4,0.522,0.105,2.1,11.3,6.9,11.8,1.8,1.4,8.7,20.1,1.4,1.8,3.3,0.102,-0.3,-0.9,-1.2,0.3,2341929
shanelarkin,DAL,PG,48,0,10.2,1.1,2.9,0.38,0.423,0.3,0.5,0.64,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,2.8,8.3,0.446,0.182,2.6,7.3,5.0,20.4,2.7,0.2,20.9,17.4,-0.4,0.3,-0.1,-0.01,-3.5,-1.2,-4.7,-0.3,1571520
tylawson,DEN,PG,62,61,35.8,5.6,13.0,0.431,0.475,5.2,6.5,0.7979999999999999,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8,17.6,19.0,0.5539999999999999,0.504,1.9,8.5,5.2,38.2,2.2,0.3,16.9,22.7,4.8,1.5,6.3,0.136,2.9,-1.2,1.7,2.1,12000000
davidlee,GSW,PF,69,67,33.2,7.4,14.2,0.523,0.523,3.3,4.3,0.78,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3.0,18.2,19.1,0.5660000000000001,0.302,8.8,21.6,15.3,10.9,1.0,0.9,12.0,24.3,4.1,3.5,7.6,0.16,-0.1,0.8,0.8,1.6,13256280
alexlen,PHO,C,42,3,8.6,0.8,1.9,0.423,0.423,0.5,0.7,0.645,0.9,1.4,2.4,0.1,0.1,0.4,0.6,1.6,2.0,7.3,0.469,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.7,-0.2,-5.9,-0.4,3943345
kawhileonard,SAS,SF,66,65,29.1,5.1,9.8,0.522,0.5760000000000001,1.5,1.9,0.802,1.2,5.1,6.2,2.0,1.7,0.8,1.2,1.9,12.8,19.4,0.602,0.195,4.6,18.9,12.1,10.4,3.0,1.9,10.3,18.3,3.8,3.9,7.7,0.193,2.3,3.4,5.8,3.8,2080925
meyersleonard,POR,C,40,0,8.9,1.0,2.3,0.451,0.451,0.4,0.5,0.762,0.7,2.1,2.8,0.5,0.2,0.1,0.4,1.9,2.5,9.4,0.489,0.231,8.0,25.5,16.8,7.3,1.0,1.0,13.0,14.2,0.2,0.5,0.6,0.086,-3.6,0.4,-3.3,-0.1,2435620
jonleuer,MEM,PF,49,0,13.1,2.5,5.0,0.49200000000000005,0.539,0.8,1.0,0.787,0.8,2.5,3.2,0.4,0.4,0.3,0.6,1.3,6.2,17.6,0.5660000000000001,0.191,6.8,22.4,14.6,5.2,1.5,1.7,9.2,21.1,1.1,0.9,2.0,0.149,-0.6,-0.9,-1.6,0.1,967500
damianlillard,POR,PG,82,82,35.8,6.7,15.9,0.424,0.508,4.5,5.2,0.871,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.7,18.6,0.568,0.327,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25.0,7.8,1.8,9.6,0.157,4.4,-1.7,2.7,3.5,3461292
jeremylin,HOU,PG,71,33,28.9,4.2,9.3,0.446,0.508,3.1,3.7,0.823,0.5,2.2,2.6,4.1,1.0,0.4,2.5,2.3,12.5,14.3,0.5720000000000001,0.4,2.0,7.8,5.1,22.3,1.7,1.0,18.4,20.4,2.8,1.6,4.4,0.10300000000000001,0.6,-1.0,-0.4,0.8,8374646
shaunlivingston,BRK,PG,76,54,26.0,3.1,6.4,0.483,0.484,2.1,2.5,0.8270000000000001,0.9,2.4,3.2,3.2,1.2,0.4,1.4,2.3,8.3,14.5,0.551,0.392,4.1,10.8,7.5,20.1,2.5,1.3,15.5,16.1,2.6,1.8,4.4,0.10800000000000001,-0.5,1.1,0.6,1.3,5543725
robinlopez,POR,C,82,82,31.7,4.3,7.9,0.551,0.551,2.4,3.0,0.818,4.0,4.6,8.5,0.9,0.3,1.7,1.0,2.4,11.1,17.7,0.605,0.376,13.6,15.3,14.5,4.2,0.5,3.7,10.1,14.0,7.0,2.6,9.5,0.17600000000000002,1.4,1.6,3.0,3.3,5119761
kevinlove,MIN,PF,77,77,36.3,8.4,18.5,0.457,0.524,6.8,8.2,0.821,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,26.9,0.591,0.445,8.5,29.5,18.7,21.4,1.0,1.0,10.3,28.8,10.6,3.7,14.3,0.245,7.2,1.2,8.4,7.3,15206485
kylelowry,TOR,PG,79,79,36.2,5.8,13.7,0.423,0.511,4.0,4.9,0.813,1.1,3.6,4.7,7.4,1.5,0.2,2.5,3.4,17.9,20.1,0.5670000000000001,0.35600000000000004,3.6,11.5,7.5,34.7,2.2,0.4,13.4,22.9,8.4,3.3,11.7,0.19699999999999998,5.8,0.1,5.9,5.7,12000000
johnlucasiii,UTA,PG,42,6,14.1,1.5,4.5,0.326,0.392,0.2,0.4,0.625,0.3,0.6,0.9,1.0,0.3,0.0,0.5,1.0,3.8,5.2,0.40299999999999997,0.084,2.3,5.4,3.8,11.1,1.2,0.0,10.0,17.0,-0.7,0.0,-0.7,-0.057999999999999996,-3.7,-3.3,-7.0,-0.7,336966
shelvinmack,ATL,PG,73,11,20.4,2.9,6.9,0.41700000000000004,0.479,0.9,1.0,0.865,0.3,1.9,2.2,3.7,0.7,0.0,1.2,1.4,7.5,13.2,0.51,0.14800000000000002,1.6,10.7,6.2,28.8,1.7,0.1,14.3,19.0,1.2,1.2,2.3,0.07400000000000001,-0.7,-1.7,-2.4,-0.1,2433333
ianmahinmi,IND,C,77,1,16.2,1.2,2.5,0.48100000000000004,0.48100000000000004,1.2,1.9,0.621,1.4,1.9,3.3,0.3,0.5,0.9,0.8,2.7,3.5,10.2,0.5379999999999999,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-3.3,3.6,0.3,0.7,4000000
shawnmarion,DAL,SF,76,76,31.7,4.5,9.3,0.48200000000000004,0.523,0.7,0.9,0.785,1.7,4.8,6.5,1.6,1.2,0.5,1.3,1.6,10.4,13.7,0.537,0.092,6.4,17.4,11.9,7.6,1.9,1.3,11.4,15.7,2.2,2.1,4.3,0.086,0.0,1.1,1.1,1.9,1448490
kenyonmartin,NYK,PF,32,15,19.8,2.0,3.8,0.512,0.512,0.3,0.6,0.579,1.1,3.1,4.2,1.6,0.8,0.8,0.8,2.7,4.3,12.2,0.521,0.154,6.5,18.7,12.5,11.9,2.1,3.8,16.5,11.6,0.5,0.7,1.2,0.09,-2.0,3.1,1.1,0.5,8521
kevinmartin,MIN,SG,68,68,32.0,6.5,15.0,0.43,0.486,4.5,5.0,0.8909999999999999,0.5,2.5,3.0,1.8,1.0,0.1,1.6,1.8,19.1,16.3,0.5529999999999999,0.332,1.7,8.7,5.1,9.2,1.5,0.2,8.3,25.0,3.8,1.5,5.3,0.11699999999999999,1.4,-2.0,-0.6,0.8,6938750
wesleymatthews,POR,SG,82,82,33.9,5.4,12.3,0.441,0.541,3.1,3.7,0.8370000000000001,0.6,2.9,3.5,2.4,0.9,0.2,1.3,2.1,16.4,15.7,0.588,0.298,2.0,9.1,5.6,10.9,1.4,0.4,8.8,19.6,6.3,1.9,8.2,0.142,3.4,-0.9,2.4,3.1,6505320
jasonmaxiell,ORL,PF,34,13,14.4,1.4,3.1,0.44799999999999995,0.44799999999999995,0.4,0.9,0.484,0.8,1.7,2.5,0.3,0.2,0.6,0.4,1.4,3.2,8.1,0.45899999999999996,0.295,6.5,13.5,10.0,2.8,0.8,3.2,10.6,12.4,-0.1,0.4,0.3,0.028999999999999998,-5.3,0.3,-5.0,-0.4,1316809
ojmayo,MIL,SG,52,23,25.9,4.3,10.6,0.40700000000000003,0.484,1.5,1.7,0.8640000000000001,0.5,1.9,2.4,2.2,0.5,0.3,1.8,2.1,11.7,11.2,0.516,0.16,2.0,8.8,5.3,14.6,1.1,0.8,13.9,23.0,0.0,0.0,0.1,0.002,-0.7,-3.5,-4.2,-0.7,8000000
raymccallum,SAC,PG,45,10,19.9,2.5,6.7,0.377,0.413,0.7,1.0,0.7440000000000001,0.4,1.4,1.8,2.7,0.5,0.2,0.9,1.5,6.2,9.7,0.439,0.14300000000000002,2.2,7.8,5.0,21.0,1.2,0.8,10.9,17.6,0.0,0.4,0.4,0.02,-2.3,-1.7,-4.1,-0.5,762791
cjmccollum,POR,SG,38,0,12.5,1.9,4.7,0.41600000000000004,0.5,0.6,0.9,0.6759999999999999,0.2,1.1,1.3,0.7,0.4,0.1,0.9,1.4,5.3,9.0,0.521,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,-0.2,0.3,0.2,0.019,-2.1,-2.0,-4.1,-0.3,2620615
benmclemore,SAC,SG,82,55,26.7,3.1,8.3,0.376,0.446,1.4,1.7,0.804,0.6,2.2,2.9,1.0,0.5,0.2,1.2,2.5,8.8,7.7,0.485,0.21100000000000002,2.7,9.5,6.1,5.8,1.0,0.7,11.5,16.9,-0.1,0.9,0.8,0.016,-1.8,-1.3,-3.2,-0.6,3271931
joshmcroberts,CHA,PF,78,78,30.3,3.2,7.3,0.436,0.529,0.8,1.1,0.7290000000000001,1.1,3.7,4.8,4.3,0.7,0.6,1.1,2.4,8.5,13.8,0.5479999999999999,0.15,4.0,13.8,8.9,21.9,1.3,1.5,12.1,13.4,3.5,3.0,6.5,0.132,1.3,1.6,2.9,2.9,5663088
jodiemeeks,LAL,SG,77,70,33.2,5.4,11.6,0.46299999999999997,0.5539999999999999,2.9,3.4,0.857,0.4,2.1,2.5,1.8,1.4,0.1,1.4,1.5,15.7,14.7,0.601,0.289,1.3,6.9,4.1,8.5,2.1,0.1,9.9,19.1,3.8,0.7,4.5,0.084,2.2,-1.4,0.7,1.8,6270000
khrismiddleton,MIL,SF,82,64,30.0,4.6,10.4,0.44,0.511,1.4,1.7,0.861,0.7,3.0,3.8,2.1,1.0,0.2,1.5,3.0,12.1,12.5,0.541,0.16,2.7,12.0,7.2,11.7,1.8,0.7,11.9,19.1,1.9,0.8,2.7,0.053,0.1,-1.6,-1.5,0.3,725906
cjmiles,CLE,SG,51,34,19.3,3.5,8.0,0.435,0.537,1.3,1.5,0.853,0.4,1.7,2.0,1.0,0.9,0.3,0.9,2.0,9.9,16.0,0.569,0.183,2.0,9.9,5.9,9.1,2.4,1.3,9.1,22.0,1.5,0.9,2.5,0.122,2.0,-1.2,0.7,0.7,4488838
mikemiller,MEM,SF,82,4,20.8,2.6,5.4,0.48100000000000004,0.602,0.6,0.7,0.821,0.4,2.2,2.5,1.6,0.3,0.1,0.9,1.2,7.1,12.5,0.619,0.126,2.1,12.3,7.2,11.5,0.8,0.2,14.1,14.7,2.6,1.4,3.9,0.111,1.0,-1.0,0.1,0.9,2793470
quincymiller,DEN,PF,52,16,15.2,1.8,4.9,0.36700000000000005,0.426,0.8,1.1,0.7090000000000001,0.7,2.1,2.8,0.5,0.4,0.6,0.9,1.3,4.9,8.6,0.45899999999999996,0.215,4.9,15.2,10.1,4.9,1.4,3.0,14.6,17.7,-0.7,0.7,0.0,0.002,-4.1,0.3,-3.8,-0.4,582199
paulmillsap,ATL,PF,74,73,33.5,6.5,14.1,0.461,0.498,3.9,5.3,0.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9,19.8,0.545,0.373,7.2,21.9,14.6,16.2,2.6,2.5,13.2,25.7,2.7,4.0,6.7,0.129,0.7,2.4,3.1,3.2,9500000
nazrmohammed,CHI,C,80,1,7.0,0.7,1.6,0.429,0.429,0.2,0.4,0.5329999999999999,0.8,1.4,2.2,0.3,0.2,0.4,0.5,1.0,1.6,10.1,0.445,0.23800000000000002,13.6,21.7,17.7,5.8,1.3,4.1,21.0,14.5,-0.4,1.2,0.8,0.07,-6.0,2.6,-3.3,-0.2,1448490
gregmonroe,DET,PF,82,82,32.8,6.1,12.4,0.49700000000000005,0.49700000000000005,2.9,4.5,0.657,3.1,6.1,9.3,2.1,1.1,0.6,2.0,2.5,15.2,18.1,0.531,0.36200000000000004,9.9,21.6,15.4,10.3,1.7,1.4,12.4,21.4,3.7,2.3,5.9,0.106,0.0,0.4,0.3,1.6,5479933
etwaunmoore,ORL,SG,79,3,19.1,2.5,5.8,0.428,0.49,0.7,0.9,0.765,0.4,1.4,1.7,1.4,0.8,0.2,0.7,1.3,6.3,11.1,0.513,0.149,2.2,8.1,5.1,11.8,2.0,0.7,10.2,16.4,0.6,1.1,1.7,0.055,-1.4,-0.8,-2.3,-0.1,981792
marcusmorris,PHO,SF,82,1,22.0,3.5,7.9,0.442,0.518,1.5,1.9,0.7609999999999999,1.0,2.9,3.9,1.1,0.9,0.2,1.2,1.9,9.7,14.8,0.552,0.244,5.2,14.6,9.9,7.6,2.0,0.8,11.6,19.9,2.3,1.8,4.2,0.111,0.6,-0.5,0.2,1.0,2164795
markieffmorris,PHO,PF,81,0,26.6,5.1,10.4,0.486,0.507,3.2,4.0,0.792,1.7,4.3,6.0,1.8,0.8,0.6,1.8,2.9,13.8,18.4,0.564,0.387,7.3,18.0,12.6,10.9,1.6,1.8,12.9,23.2,4.0,2.4,6.4,0.14300000000000002,0.5,0.4,1.0,1.6,2251450
anthonymorrow,NOP,SG,76,9,18.8,3.1,6.8,0.45799999999999996,0.542,0.9,1.1,0.828,0.4,1.5,1.8,0.8,0.5,0.2,0.7,1.3,8.4,13.9,0.57,0.16699999999999998,2.3,9.2,5.7,6.7,1.4,0.7,8.4,19.4,2.1,0.3,2.4,0.081,0.8,-3.1,-2.4,-0.1,3344000
donatasmotiejunas,HOU,PF,62,3,15.4,2.1,4.8,0.44299999999999995,0.478,0.9,1.5,0.604,1.0,2.7,3.6,0.5,0.3,0.3,0.8,2.1,5.5,10.7,0.504,0.324,7.4,18.2,13.1,5.5,1.0,1.6,12.7,17.8,0.3,1.0,1.4,0.069,-2.7,-0.8,-3.5,-0.4,1639061
timofeymozgov,DEN,C,82,30,21.6,3.5,6.6,0.523,0.527,2.4,3.2,0.754,2.1,4.4,6.4,0.8,0.3,1.2,1.5,2.6,9.4,16.7,0.584,0.47700000000000004,10.4,21.9,16.1,5.5,0.7,4.2,15.6,18.8,2.6,1.9,4.5,0.12300000000000001,-1.5,1.0,-0.5,0.7,4666667
shabazzmuhammad,MIN,SG,37,0,7.8,1.5,3.4,0.46,0.47200000000000003,0.7,1.1,0.65,0.6,0.8,1.4,0.2,0.2,0.0,0.4,0.6,3.9,13.1,0.505,0.32299999999999995,8.8,11.2,10.0,3.4,1.4,0.3,10.2,23.1,0.1,0.2,0.3,0.053,-3.1,-3.1,-6.2,-0.3,2240575
touremurry,NYK,PG,51,0,7.3,1.1,2.5,0.434,0.45299999999999996,0.5,0.8,0.59,0.3,0.6,0.9,1.0,0.4,0.0,0.7,0.9,2.7,11.1,0.479,0.302,4.0,10.1,6.9,21.5,2.7,0.2,18.9,22.5,-0.3,0.3,0.0,0.002,-3.4,-1.6,-4.9,-0.3,4803
jameernelson,ORL,PG,68,68,32.0,4.3,11.0,0.39399999999999996,0.485,1.4,1.6,0.857,0.4,3.0,3.4,7.0,0.8,0.1,2.4,2.1,12.1,13.9,0.515,0.15,1.5,10.5,6.0,35.1,1.2,0.2,17.3,20.1,1.6,1.2,2.8,0.062,1.1,-2.2,-1.1,0.5,2793470
andrewnicholson,ORL,PF,76,5,15.4,2.4,5.5,0.429,0.462,0.6,0.8,0.825,0.7,2.7,3.4,0.3,0.2,0.3,0.7,2.0,5.7,9.9,0.489,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,-0.4,1.0,0.6,0.025,-4.7,-2.0,-6.7,-1.4,1706648
joakimnoah,CHI,C,80,80,35.3,4.8,10.0,0.475,0.475,3.1,4.2,0.737,3.5,7.7,11.3,5.4,1.2,1.5,2.4,3.1,12.6,20.0,0.531,0.419,11.6,24.5,18.2,26.4,1.9,3.3,17.0,18.7,4.5,6.6,11.2,0.19,1.1,5.5,6.6,6.1,12000000
stevenovak,TOR,PF,54,1,10.0,1.1,2.7,0.41100000000000003,0.589,0.1,0.1,1.0,0.1,0.9,1.1,0.2,0.2,0.1,0.1,0.8,3.3,11.1,0.599,0.040999999999999995,1.7,10.8,6.3,3.8,1.2,0.6,3.3,12.9,1.0,0.5,1.4,0.127,1.1,-1.7,-0.5,0.2,3750001
dirknowitzki,DAL,PF,80,80,32.9,7.9,15.9,0.49700000000000005,0.5489999999999999,4.2,4.7,0.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,23.6,0.603,0.295,1.8,20.0,10.9,14.2,1.4,1.4,7.5,26.9,8.6,2.3,10.9,0.19899999999999998,4.1,-0.8,3.3,3.5,8333333
kyleoquinn,ORL,C,69,19,17.2,2.7,5.4,0.501,0.501,0.8,1.2,0.687,1.4,3.8,5.3,1.1,0.6,1.3,1.1,2.4,6.2,16.5,0.526,0.22399999999999998,9.5,25.2,17.3,10.9,1.7,5.8,16.1,18.6,0.5,2.0,2.5,0.10099999999999999,-3.1,3.6,0.5,0.8,830996
victoroladipo,ORL,PG,80,44,31.1,4.9,11.7,0.419,0.45799999999999996,3.1,4.0,0.78,0.5,3.6,4.1,4.1,1.6,0.5,3.2,2.6,13.8,13.6,0.514,0.34,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,-1.4,2.8,1.3,0.026000000000000002,-1.6,0.8,-0.8,0.8,5371860
kellyolynyk,BOS,C,70,9,20.0,3.3,7.2,0.466,0.506,1.4,1.7,0.8109999999999999,2.0,3.2,5.2,1.6,0.5,0.4,1.5,3.2,8.7,15.2,0.546,0.243,11.0,18.8,14.8,13.1,1.3,1.5,16.0,21.0,1.5,1.4,2.9,0.10099999999999999,0.3,0.2,0.5,0.9,2330324
travisoutlaw,SAC,SF,63,4,16.9,2.1,5.2,0.39899999999999997,0.462,0.7,0.8,0.8079999999999999,0.6,2.1,2.7,0.8,0.3,0.3,0.4,1.5,5.4,10.4,0.49200000000000005,0.16,3.8,14.2,8.9,7.0,1.0,1.4,6.9,15.5,0.8,0.6,1.4,0.062,-1.6,-0.9,-2.5,-0.1,4000000
zazapachulia,MIL,C,53,43,25.0,2.8,6.6,0.42700000000000005,0.42700000000000005,2.1,2.5,0.846,2.7,3.6,6.3,2.6,0.8,0.3,1.7,2.3,7.7,14.0,0.502,0.37200000000000005,11.8,17.1,14.4,16.3,1.8,0.9,18.5,17.0,1.0,0.7,1.7,0.06,-1.0,0.3,-0.7,0.4,5200000
tonyparker,SAS,PG,68,68,29.4,6.7,13.4,0.499,0.513,2.9,3.6,0.8109999999999999,0.3,2.0,2.3,5.7,0.5,0.1,2.2,1.3,16.7,18.9,0.555,0.266,1.0,7.5,4.4,31.7,0.9,0.3,12.9,26.5,3.9,1.9,5.9,0.141,1.3,-1.8,-0.5,0.8,12500000
chandlerparsons,HOU,SF,74,74,37.6,6.3,13.3,0.47200000000000003,0.5379999999999999,2.2,3.0,0.742,0.9,4.6,5.5,4.0,1.2,0.4,1.9,2.3,16.6,15.9,0.565,0.22399999999999998,2.9,12.8,8.2,17.3,1.6,0.8,11.7,19.3,5.1,2.5,7.6,0.131,2.2,0.4,2.6,3.2,15361500
chrispaul,LAC,PG,62,62,35.0,6.5,14.0,0.467,0.511,4.8,5.6,0.855,0.6,3.7,4.3,10.7,2.5,0.1,2.3,2.5,19.1,25.9,0.58,0.397,2.0,11.4,6.9,48.9,3.5,0.1,12.4,23.7,9.0,3.2,12.2,0.27,6.8,0.6,7.4,5.2,21468695
nikolapekovic,MIN,C,54,54,30.8,7.0,13.0,0.541,0.541,3.4,4.6,0.747,3.8,4.9,8.7,0.9,0.6,0.4,1.6,2.4,17.5,20.7,0.5820000000000001,0.355,13.1,17.6,15.3,5.2,0.9,1.1,9.4,22.9,4.3,1.5,5.9,0.16899999999999998,1.4,-1.2,0.2,0.9,12000000
kendrickperkins,OKC,C,62,62,19.5,1.4,3.1,0.451,0.451,0.6,1.1,0.552,1.3,3.6,4.9,1.1,0.4,0.5,1.5,2.9,3.4,6.3,0.474,0.34700000000000003,8.0,19.9,14.2,7.6,1.1,2.2,28.8,11.5,-0.9,1.7,0.8,0.031,-4.7,2.1,-2.7,-0.2,434547
paulpierce,BRK,SF,75,68,28.0,4.3,9.5,0.451,0.529,3.4,4.1,0.826,0.3,4.3,4.6,2.4,1.1,0.4,2.0,2.5,13.5,16.8,0.595,0.435,1.5,18.3,9.9,14.5,2.2,1.2,15.3,22.4,2.9,2.3,5.2,0.11900000000000001,1.3,0.2,1.5,1.8,5424363
masonplumlee,BRK,C,70,22,18.2,2.8,4.3,0.659,0.659,1.7,2.8,0.626,1.4,3.0,4.4,0.9,0.7,0.8,1.1,2.4,7.4,19.0,0.67,0.6459999999999999,9.3,19.6,14.5,8.1,2.0,3.6,16.6,17.1,3.0,1.7,4.7,0.17600000000000002,0.5,1.9,2.4,1.4,1599943
milesplumlee,PHO,C,80,79,24.6,3.6,6.9,0.517,0.517,0.9,1.7,0.561,2.5,5.4,7.8,0.5,0.6,1.1,1.4,2.3,8.1,14.6,0.529,0.239,11.3,24.4,17.9,3.3,1.3,3.5,15.4,16.2,1.2,2.8,4.0,0.098,-2.8,1.3,-1.5,0.2,1368493
ottoporter,WAS,SF,37,0,8.6,0.9,2.5,0.363,0.385,0.2,0.3,0.667,0.6,1.0,1.5,0.3,0.2,0.0,0.4,0.7,2.1,6.0,0.405,0.132,7.5,13.3,10.4,4.6,1.3,0.3,12.7,15.6,-0.4,0.3,0.0,-0.006,-5.4,-1.4,-6.8,-0.4,4826355
philpressey,BOS,PG,75,11,15.1,1.0,3.4,0.308,0.364,0.4,0.6,0.644,0.3,1.1,1.4,3.2,0.9,0.1,1.2,1.3,2.8,8.8,0.39,0.17800000000000002,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,-1.0,1.1,0.1,0.005,-3.7,-0.6,-4.4,-0.7,751313
ajprice,MIN,SG,28,0,3.5,0.7,1.6,0.413,0.478,0.0,0.1,0.0,0.0,0.3,0.4,0.5,0.0,0.0,0.3,0.2,1.6,9.7,0.469,0.043,1.1,10.2,5.5,21.5,0.5,0.0,13.0,23.2,-0.1,0.0,0.0,-0.012,-2.1,-3.9,-6.0,-0.1,6255
ronnieprice,ORL,SG,31,2,12.2,0.9,3.0,0.304,0.353,0.3,0.4,0.6920000000000001,0.3,1.1,1.4,2.1,0.8,0.1,0.8,1.6,2.4,7.6,0.379,0.141,2.4,10.5,6.5,25.6,3.4,0.4,21.0,15.0,-0.5,0.4,-0.1,-0.006999999999999999,-4.0,0.3,-3.8,-0.2,1316809
pabloprigioni,NYK,PG,66,27,19.4,1.3,2.9,0.461,0.631,0.2,0.2,0.917,0.5,1.4,2.0,3.5,1.0,0.0,0.9,2.0,3.8,13.0,0.642,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,2.5,0.9,3.4,0.127,1.5,-0.9,0.6,0.8,1662961
tayshaunprince,MEM,SF,76,76,25.6,2.6,6.5,0.40700000000000003,0.42700000000000005,0.4,0.8,0.5670000000000001,0.4,2.7,3.1,1.6,0.5,0.3,0.5,0.8,6.0,8.2,0.43799999999999994,0.122,1.9,12.3,7.1,8.9,1.1,0.8,7.3,13.3,-0.2,1.8,1.5,0.038,-3.1,0.6,-2.6,-0.3,7000000
miroslavraduljica,MIL,C,48,2,9.7,1.4,2.6,0.54,0.54,0.9,1.1,0.818,1.1,1.1,2.3,0.5,0.1,0.3,0.6,1.8,3.8,15.3,0.603,0.43700000000000006,12.9,13.7,13.3,8.3,0.8,2.3,15.7,17.3,1.0,0.1,1.1,0.11199999999999999,-0.6,-1.8,-2.3,0.0,4803
zachrandolph,MEM,PF,79,79,34.2,7.1,15.2,0.467,0.46799999999999997,3.2,4.3,0.742,3.4,6.7,10.1,2.5,0.7,0.3,2.3,2.7,17.4,18.3,0.51,0.281,11.6,23.3,17.4,12.7,1.1,0.7,12.0,26.1,2.9,3.5,6.4,0.113,0.1,0.4,0.4,1.7,16500000
jjredick,LAC,SG,35,34,28.2,5.2,11.4,0.455,0.546,2.8,3.0,0.915,0.3,1.9,2.1,2.2,0.8,0.1,1.2,1.9,15.2,16.6,0.598,0.266,1.0,7.1,4.2,12.6,1.4,0.2,8.6,21.8,2.3,0.7,3.0,0.147,2.9,-2.1,0.8,0.7,6938750
austinrivers,NOP,PG,69,4,19.4,2.8,6.9,0.405,0.44299999999999995,1.6,2.5,0.636,0.4,1.5,1.9,2.3,0.7,0.1,1.1,1.9,7.7,11.6,0.48200000000000004,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,0.2,0.4,0.6,0.023,-1.5,-2.5,-3.9,-0.7,2339080
andreroberson,OKC,SG,40,16,10.0,0.8,1.7,0.485,0.5,0.2,0.3,0.7,0.9,1.5,2.4,0.4,0.5,0.3,0.5,1.9,1.9,9.0,0.518,0.147,10.7,15.6,13.3,5.2,2.4,2.0,20.8,10.1,0.2,0.6,0.8,0.099,-2.2,1.9,-0.3,0.2,1323828
brianroberts,NOP,PG,72,42,23.2,3.4,8.1,0.42,0.475,1.7,1.8,0.94,0.2,1.7,1.9,3.3,0.6,0.1,1.3,1.8,9.4,13.4,0.529,0.22899999999999998,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20.0,2.0,0.2,2.2,0.063,0.3,-3.2,-2.9,-0.4,2793470
naterobinson,DEN,PG,44,1,19.7,3.7,8.7,0.428,0.504,1.6,1.9,0.835,0.5,1.4,1.8,2.5,0.8,0.1,1.3,2.1,10.4,15.6,0.544,0.222,2.6,7.5,5.0,21.3,2.0,0.3,12.1,23.5,1.3,0.5,1.8,0.10099999999999999,1.9,-2.1,-0.2,0.4,7746
thomasrobinson,POR,PF,70,0,12.5,2.0,4.2,0.48100000000000004,0.48100000000000004,0.8,1.4,0.564,1.5,2.9,4.4,0.5,0.3,0.3,0.8,1.9,4.8,14.1,0.502,0.345,13.1,24.6,18.9,6.0,1.3,1.6,14.5,19.7,0.4,1.2,1.6,0.09,-3.1,-0.1,-3.2,-0.3,3526480
rajonrondo,BOS,PG,30,30,33.3,4.7,11.7,0.40299999999999997,0.44,1.4,2.2,0.627,0.7,4.7,5.5,9.8,1.3,0.1,3.3,2.2,11.7,15.3,0.461,0.191,2.4,16.6,9.3,47.7,2.1,0.2,20.7,21.3,0.2,1.0,1.1,0.054000000000000006,0.2,-0.2,0.0,0.5,11000000
terrenceross,TOR,SG,81,62,26.7,3.9,9.3,0.423,0.531,1.0,1.2,0.8370000000000001,0.5,2.6,3.1,1.0,0.8,0.3,1.1,2.3,10.9,12.0,0.5529999999999999,0.13,2.3,11.3,6.8,6.1,1.5,1.0,10.0,18.6,2.0,2.2,4.2,0.094,0.6,-0.7,-0.1,1.0,2897459
