,fix,G,GS,MP,FG,FGA,FG.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS.G,TS.,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,average salary
0,quincyacy,68,22,18.9,2.2,4.9,0.45899999999999996,0.486,1.1,1.4,0.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9,0.5329999999999999,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,1.0,0.7,1.7,0.063,-2.3,-0.8,-3.1,-0.3,1016155
1,jordanadams,30,0,8.3,1.2,2.9,0.40700000000000003,0.465,0.5,0.8,0.609,0.3,0.6,0.9,0.5,0.5,0.2,0.5,0.8,3.1,0.489,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,0.0,0.4,0.4,0.073,-1.8,1.2,-0.6,0.1,1404600
2,stevenadams,70,67,25.3,3.1,5.7,0.544,0.544,1.5,2.9,0.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7,0.5489999999999999,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,1.9,2.2,4.1,0.111,-1.4,1.8,0.4,1.1,2423849
3,alexisajinca,68,8,14.1,2.7,4.8,0.55,0.55,1.2,1.5,0.818,1.5,3.1,4.6,0.7,0.3,0.8,1.0,2.2,6.5,0.595,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5,5050000
4,colealdrich,61,16,16.0,2.4,4.9,0.478,0.478,0.8,1.0,0.7809999999999999,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5,0.513,0.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,0.8,1.4,2.2,0.107,-2.2,3.1,0.9,0.7,1163944
5,lamarcusaldridge,71,71,35.4,9.3,19.9,0.466,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,0.528,0.256,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,4.9,3.7,8.6,0.165,0.3,0.0,0.3,1.4,21018008
6,lavoyallen,63,0,17.0,2.2,4.7,0.47200000000000003,0.47200000000000003,0.5,0.7,0.7020000000000001,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5.0,0.493,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,1.3,1.6,2.8,0.127,-1.4,2.2,0.8,0.8,4025000
7,tonyallen,63,41,26.2,3.6,7.2,0.495,0.505,1.3,2.0,0.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6,0.528,0.27699999999999997,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,0.11900000000000001,-0.4,3.7,3.3,2.2,5000000
8,alfarouqaminu,74,3,18.5,2.0,4.8,0.41200000000000003,0.45899999999999996,1.1,1.6,0.7120000000000001,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,0.504,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2.0,3.3,0.115,-0.5,2.9,2.4,1.5,7500000
9,chrisandersen,60,20,18.9,2.0,3.5,0.58,0.589,1.3,1.9,0.667,1.3,3.7,5.0,0.7,0.4,1.0,0.7,1.5,5.3,0.622,0.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,2.1,1.5,3.6,0.151,-1.2,2.3,1.0,0.9,5187500
10,alananderson,74,19,23.6,2.6,5.9,0.44299999999999995,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,0.563,0.23,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,1.7,1.1,2.7,0.075,0.0,-0.5,-0.5,0.6,4000000
11,kyleanderson,33,8,10.8,0.9,2.7,0.348,0.365,0.3,0.4,0.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2,0.389,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,-0.3,0.6,0.3,0.044000000000000004,-5.2,2.4,-2.7,-0.1,1142880
12,ryananderson,61,5,27.5,4.8,12.0,0.39899999999999997,0.483,2.1,2.5,0.8540000000000001,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,0.524,0.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,2.6,0.9,3.5,0.1,2.0,-3.1,-1.1,0.4,8500000
13,giannisantetokounmpo,81,71,31.4,4.7,9.6,0.491,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7,0.552,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,2.2,4.0,6.2,0.11699999999999999,-1.7,2.1,0.5,1.6,2871714
14,carmeloanthony,40,40,35.7,9.0,20.2,0.444,0.48200000000000004,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,0.531,0.294,5.7,16.0,10.7,18.0,1.5,1.0,8.9,32.2,2.2,0.6,2.9,0.09699999999999999,3.5,-2.2,1.4,1.2,24812936
15,joelanthony,49,0,8.3,0.7,1.3,0.581,0.581,0.3,0.4,0.682,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8,0.607,0.355,8.2,17.0,12.4,1.8,1.5,9.5,14.3,9.1,0.5,0.7,1.2,0.142,-3.4,4.8,1.4,0.3,2500000
16,trevorariza,82,82,35.7,4.5,11.1,0.402,0.509,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,12.8,0.539,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,2.7,3.9,6.6,0.10800000000000001,0.6,1.3,1.9,2.9,8000001
17,darrellarthur,58,4,17.0,2.7,6.6,0.40399999999999997,0.43799999999999994,0.8,1.0,0.78,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6,0.466,0.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20.0,-0.1,0.9,0.9,0.042,-1.8,0.7,-1.1,0.2,2877315
18,omerasik,76,76,26.1,2.8,5.4,0.517,0.517,1.7,3.0,0.5820000000000001,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,0.545,0.546,14.0,28.8,21.4,5.4,0.8,2.1,15.7,14.0,2.8,2.2,5.0,0.12,-1.3,0.6,-0.7,0.6,11595505
19,jeffayres,51,0,7.5,1.1,1.9,0.579,0.579,0.5,0.7,0.75,0.7,1.6,2.3,0.3,0.2,0.2,0.5,1.2,2.7,0.618,0.379,11.2,23.3,17.3,5.5,1.1,1.6,19.0,16.3,0.6,0.6,1.2,0.147,-2.1,0.4,-1.7,0.0,187750
20,lukebabbitt,63,19,13.2,1.5,3.0,0.479,0.633,0.2,0.3,0.684,0.2,1.6,1.8,0.4,0.3,0.2,0.4,1.0,4.1,0.639,0.099,1.6,13.5,7.6,4.3,1.1,1.0,11.5,12.4,1.1,0.5,1.6,0.092,0.0,-1.4,-1.4,0.1,1163944
21,leandrobarbosa,66,1,14.9,2.8,5.8,0.474,0.53,0.9,1.1,0.784,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,7.1,0.5579999999999999,0.192,2.6,7.2,5.0,14.9,2.0,0.6,9.5,20.5,1.6,1.2,2.8,0.13699999999999998,0.4,-1.2,-0.8,0.3,2500000
22,harrisonbarnes,82,82,28.3,3.9,8.0,0.48200000000000004,0.5479999999999999,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1,0.573,0.22899999999999998,5.6,15.1,10.5,6.9,1.3,0.6,9.0,14.9,3.7,3.0,6.7,0.139,0.5,0.6,1.1,1.8,2192970
23,mattbarnes,76,74,29.9,3.6,8.2,0.444,0.5529999999999999,1.0,1.3,0.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,10.1,0.574,0.152,2.6,12.2,7.5,7.2,1.5,1.8,11.6,14.9,2.2,2.1,4.3,0.091,0.9,0.7,1.6,2.1,3396250
24,brandonbass,82,43,23.5,4.2,8.3,0.504,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6,0.557,0.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,3.4,1.9,5.3,0.132,-0.4,-0.1,-0.5,0.7,3067500
25,nicolasbatum,71,71,33.5,3.4,8.5,0.4,0.483,1.2,1.4,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4,0.516,0.163,2.8,15.6,9.4,20.5,1.7,1.2,17.0,14.6,2.0,3.2,5.2,0.105,0.6,2.6,3.1,3.1,11530375
26,jerrydbayless,77,4,22.3,2.9,6.7,0.426,0.462,1.6,1.8,0.883,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8,0.519,0.266,1.5,12.5,7.0,21.0,1.8,0.6,18.8,18.6,0.3,2.0,2.4,0.066,-2.3,-0.3,-2.6,-0.3,3000000
27,aronbaynes,70,17,16.0,2.6,4.7,0.5660000000000001,0.5670000000000001,1.3,1.5,0.865,1.6,3.0,4.5,0.5,0.2,0.3,0.9,2.3,6.6,0.618,0.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,2.3,1.6,3.9,0.166,-0.7,-0.2,-1.0,0.3,6500000
28,kentbazemore,75,10,17.7,1.9,4.4,0.426,0.498,0.8,1.3,0.6,0.3,2.7,3.0,1.0,0.7,0.4,1.0,1.7,5.2,0.52,0.302,1.9,16.8,9.6,8.6,2.0,2.1,16.3,15.5,-0.4,1.9,1.6,0.057,-3.1,1.3,-1.8,0.1,2000000
29,bradleybeal,63,59,33.4,5.8,13.5,0.42700000000000005,0.489,2.1,2.6,0.7829999999999999,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2,15.3,0.521,0.195,3.1,9.6,6.4,15.0,1.8,0.7,11.7,22.5,1.3,2.4,3.7,0.085,0.5,-0.1,0.5,1.3,4663129
30,marcobelinelli,62,9,22.4,3.2,7.6,0.423,0.515,1.4,1.6,0.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2,0.5529999999999999,0.21100000000000002,2.2,10.5,6.4,10.3,1.1,0.2,10.6,18.8,1.5,1.4,2.9,0.1,0.6,-1.1,-0.5,0.5,6333333
31,patrickbeverley,56,55,30.8,3.6,9.5,0.38299999999999995,0.49200000000000005,0.8,1.1,0.75,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,10.1,0.509,0.113,4.3,10.8,7.6,17.2,1.7,1.0,12.9,16.1,1.7,1.8,3.5,0.096,0.5,0.3,0.8,1.2,5756757
32,bismackbiyombo,64,21,19.4,1.6,2.9,0.5429999999999999,0.5429999999999999,1.6,2.7,0.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8,0.578,0.941,13.7,22.6,18.0,2.0,0.7,6.3,16.5,11.6,1.8,2.2,4.0,0.156,-3.2,2.8,-0.4,0.5,2877315
33,steveblake,81,0,18.9,1.5,4.0,0.373,0.491,0.4,0.5,0.7070000000000001,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3,0.507,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,0.7,1.4,2.1,0.066,-1.2,-0.9,-2.1,0.0,2123733
34,ericbledsoe,81,81,34.6,5.8,12.9,0.447,0.489,4.4,5.4,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,2.3,17.0,0.555,0.42200000000000004,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,4.1,2.9,7.0,0.11900000000000001,1.7,0.9,2.6,3.3,14000000
35,bojanbogdanovic,78,28,23.8,3.3,7.4,0.45299999999999996,0.532,1.1,1.4,0.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0,0.562,0.184,3.0,9.8,6.4,5.8,0.9,0.4,11.1,17.2,1.7,0.7,2.4,0.062,0.0,-1.9,-1.8,0.1,3425510
36,andrewbogut,67,65,23.6,3.0,5.3,0.563,0.563,0.3,0.6,0.524,2.1,6.0,8.1,2.7,0.6,1.7,1.6,2.8,6.3,0.565,0.11800000000000001,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,0.159,-1.4,5.5,4.1,2.4,12000000
37,mattbonner,72,19,13.0,1.3,3.2,0.409,0.509,0.4,0.5,0.8109999999999999,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7,0.536,0.161,3.6,10.2,7.0,7.1,0.5,1.0,4.3,12.5,1.3,0.9,2.1,0.11,-0.2,-0.7,-0.9,0.3,1499187
38,trevorbooker,79,5,19.8,2.9,5.9,0.48700000000000004,0.518,1.1,1.9,0.581,1.8,3.3,5.0,1.1,0.5,0.5,1.1,1.8,7.2,0.536,0.319,10.3,19.0,14.7,9.0,1.5,2.1,14.3,18.1,1.7,1.9,3.6,0.11,-0.6,0.7,0.2,0.9,4887500
39,chrisbosh,44,44,35.4,7.8,16.9,0.46,0.503,4.1,5.3,0.772,1.0,6.0,7.0,2.2,0.9,0.6,2.2,1.6,21.1,0.5479999999999999,0.311,3.6,20.0,12.0,12.0,1.4,1.4,10.1,28.4,2.1,1.5,3.6,0.111,1.0,-1.0,-0.1,0.8,23741060
40,averybradley,77,77,31.5,5.6,13.1,0.429,0.49,1.0,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9,0.507,0.099,2.0,8.9,5.4,8.9,1.7,0.5,9.4,21.0,0.4,2.1,2.5,0.049,-0.8,-0.9,-1.7,0.2,8000000
41,eltonbrand,36,4,13.5,1.2,2.6,0.442,0.442,0.3,0.6,0.522,0.8,2.0,2.8,0.6,0.5,0.7,0.5,1.5,2.7,0.457,0.242,6.8,16.4,11.8,6.4,1.8,4.3,14.6,11.6,-0.1,0.8,0.7,0.07,-4.5,3.1,-1.4,0.1,890693
42,aaronbrooks,82,21,23.0,4.2,10.0,0.42100000000000004,0.495,1.8,2.1,0.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6,0.534,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,1.7,1.5,3.3,0.083,1.0,-2.4,-1.4,0.3,2250000
43,lorenzobrown,29,7,18.9,1.8,4.2,0.426,0.451,0.4,0.7,0.632,0.5,1.9,2.4,3.1,1.0,0.2,1.0,1.7,4.2,0.46799999999999997,0.156,2.8,12.0,7.3,24.9,2.6,0.9,18.7,12.9,0.1,0.2,0.3,0.025,-1.9,-0.6,-2.6,-0.1,510634
44,markelbrown,47,29,16.6,1.6,4.5,0.36200000000000004,0.402,1.0,1.2,0.825,0.3,1.9,2.3,0.8,0.7,0.3,0.6,1.2,4.6,0.45899999999999996,0.271,2.3,13.0,7.7,7.4,2.1,1.2,10.3,15.3,-0.2,0.7,0.5,0.031,-3.0,0.3,-2.7,-0.1,676198
45,kobebryant,35,35,34.5,7.6,20.4,0.373,0.41100000000000003,5.6,6.9,0.813,0.7,4.9,5.7,5.6,1.3,0.2,3.7,1.9,22.3,0.47700000000000004,0.33799999999999997,2.3,16.5,9.1,29.9,2.0,0.5,13.5,34.9,-0.4,0.6,0.2,0.006,1.6,-1.3,0.3,0.7,24250000
46,chasebudinger,67,4,19.2,2.5,5.8,0.433,0.5,1.0,1.2,0.8270000000000001,0.5,2.5,3.0,1.0,0.7,0.1,0.7,1.1,6.8,0.537,0.20800000000000002,2.8,15.1,8.8,8.0,1.7,0.6,10.3,16.3,1.1,0.2,1.3,0.049,-0.9,-1.9,-2.8,-0.3,258082
47,treyburke,76,43,30.1,4.9,13.2,0.368,0.43,1.4,1.9,0.752,0.4,2.3,2.7,4.3,0.9,0.2,1.6,1.6,12.8,0.455,0.14400000000000002,1.6,8.7,5.2,25.0,1.5,0.5,10.4,23.9,0.8,1.6,2.4,0.05,0.0,-1.9,-1.9,0.1,2758040
48,alecburks,27,27,33.3,4.5,11.1,0.40299999999999997,0.447,3.9,4.8,0.8220000000000001,0.7,3.5,4.2,3.0,0.6,0.2,1.9,2.4,13.9,0.524,0.43,2.5,12.1,7.3,15.2,1.0,0.4,12.7,20.8,1.1,0.6,1.7,0.08900000000000001,-0.4,-1.1,-1.6,0.1,10500000
49,caronbutler,78,21,20.8,2.1,5.1,0.40700000000000003,0.511,0.7,0.8,0.902,0.3,2.2,2.5,1.0,0.6,0.1,0.6,1.5,5.9,0.544,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1.0,2.4,0.07,-1.0,-0.5,-1.5,0.2,1525423
50,jimmybutler,65,65,38.7,6.5,14.0,0.462,0.502,5.9,7.1,0.8340000000000001,1.8,4.1,5.8,3.3,1.8,0.6,1.4,1.7,20.0,0.583,0.508,5.1,11.2,8.2,14.4,2.3,1.0,7.7,21.6,8.2,3.0,11.2,0.214,4.1,0.6,4.7,4.2,18467976
51,josecalderon,42,42,30.2,3.5,8.4,0.415,0.499,0.7,0.8,0.9059999999999999,0.5,2.5,3.0,4.7,0.7,0.0,1.8,1.8,9.1,0.519,0.09,1.7,9.8,5.6,25.6,1.3,0.0,16.9,16.1,0.8,0.1,0.9,0.033,-0.5,-2.6,-3.2,-0.4,7250000
52,kentaviouscaldwellpope,82,82,31.5,4.8,11.9,0.401,0.48,1.3,1.9,0.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,12.7,0.501,0.163,1.9,9.1,5.4,6.8,1.9,0.5,8.3,19.5,1.1,1.8,2.8,0.052000000000000005,-0.2,-0.9,-1.0,0.6,2998910
53,demarrecarroll,70,69,31.3,4.5,9.3,0.48700000000000004,0.579,1.8,2.6,0.7020000000000001,1.4,3.9,5.3,1.7,1.3,0.2,1.1,2.2,12.6,0.603,0.27699999999999997,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,4.3,2.8,7.0,0.154,2.4,0.5,2.9,2.7,14500000
54,vincecarter,66,1,16.5,2.0,6.2,0.33299999999999996,0.41700000000000004,0.7,0.9,0.789,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.5,5.8,0.445,0.14,2.8,11.1,7.0,11.1,2.1,1.1,9.1,19.9,-0.5,1.4,1.0,0.043,-1.1,-0.3,-1.4,0.2,4088019
55,omricasspi,67,19,21.1,3.1,6.4,0.489,0.53,2.1,2.9,0.733,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9,0.58,0.447,4.5,15.9,10.4,11.8,1.1,0.5,14.7,18.7,2.0,0.6,2.7,0.091,0.0,-1.3,-1.3,0.3,2900000
56,mariochalmers,80,37,29.6,3.3,8.3,0.40299999999999997,0.45799999999999996,2.6,3.3,0.774,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1,10.2,0.521,0.401,1.2,9.0,5.2,21.0,2.7,0.4,18.2,18.9,0.8,2.0,2.8,0.055999999999999994,-0.6,-0.4,-1.0,0.6,379412
57,tysonchandler,75,75,30.5,3.9,5.9,0.6659999999999999,0.6659999999999999,2.5,3.4,0.72,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,10.3,0.6970000000000001,0.584,14.1,27.4,20.7,5.3,0.9,3.2,16.0,12.8,7.2,3.1,10.3,0.21600000000000003,1.9,2.3,4.2,3.6,13000000
58,wilsonchandler,78,75,31.7,5.4,12.5,0.429,0.5,1.4,1.8,0.775,1.2,4.9,6.1,1.7,0.7,0.4,1.4,3.0,13.9,0.523,0.146,4.1,17.2,10.4,8.9,1.2,0.9,9.6,20.1,2.1,1.5,3.6,0.071,0.5,-0.4,0.2,1.3,11625000
59,jordanclarkson,59,38,25.0,4.5,10.1,0.44799999999999995,0.48,2.2,2.7,0.8290000000000001,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9,0.528,0.265,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,2.0,0.4,2.4,0.078,1.4,-1.7,-0.3,0.6,676198
60,darrencollison,45,45,34.8,5.8,12.2,0.473,0.527,3.2,4.1,0.7879999999999999,0.4,2.8,3.2,5.6,1.5,0.3,2.5,2.1,16.1,0.575,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,3.0,0.8,3.8,0.11599999999999999,2.8,-1.3,1.5,1.4,5013559
61,nickcollison,66,2,16.7,1.6,3.8,0.419,0.451,0.7,1.0,0.6920000000000001,1.4,2.4,3.8,1.4,0.5,0.4,0.7,2.4,4.1,0.485,0.257,8.9,15.3,12.2,11.6,1.6,1.8,13.8,12.8,1.0,1.2,2.2,0.09699999999999999,-1.1,1.2,0.1,0.6,3750000
62,mikeconley,70,70,31.8,5.6,12.6,0.446,0.506,3.1,3.6,0.8590000000000001,0.4,2.6,3.0,5.4,1.3,0.2,2.2,2.0,15.8,0.5579999999999999,0.282,1.5,9.2,5.4,28.0,2.1,0.5,13.6,23.7,4.2,2.7,6.8,0.147,3.2,-0.5,2.7,2.6,8000000
63,chriscopeland,50,12,16.6,2.2,6.2,0.361,0.445,0.7,0.9,0.733,0.5,1.8,2.2,1.0,0.2,0.2,1.2,1.6,6.2,0.46799999999999997,0.145,3.1,11.7,7.4,9.9,0.7,1.0,15.2,21.3,-0.9,0.8,-0.1,-0.008,-2.8,-1.5,-4.3,-0.5,805000
64,demarcuscousins,59,59,34.1,8.4,18.1,0.467,0.46799999999999997,7.2,9.2,0.782,3.1,9.5,12.7,3.6,1.5,1.7,4.3,4.1,24.1,0.545,0.508,10.8,30.6,21.1,20.4,2.3,4.0,16.3,34.1,2.8,3.2,6.0,0.14400000000000002,1.4,3.3,4.7,3.4,16404925
65,robertcovington,70,49,27.9,4.3,10.8,0.396,0.506,2.5,3.1,0.82,0.9,3.6,4.5,1.5,1.4,0.4,1.8,2.7,13.5,0.5539999999999999,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,1.6,2.3,4.0,0.09699999999999999,0.6,-0.5,0.2,1.1,1148232
66,allencrabbe,51,9,13.4,1.2,3.0,0.41200000000000003,0.51,0.2,0.3,0.75,0.1,1.3,1.4,0.8,0.4,0.3,0.3,1.5,3.3,0.525,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.08800000000000001,-1.3,1.0,-0.3,0.3,878092
67,jamalcrawford,64,4,26.6,5.2,13.1,0.396,0.467,3.5,3.9,0.9009999999999999,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8,0.532,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,2.5,1.2,3.6,0.102,1.7,-2.7,-1.0,0.4,5337500
68,dantecunningham,66,27,25.0,2.3,5.1,0.457,0.45899999999999996,0.4,0.7,0.617,1.1,2.8,3.9,0.8,0.7,0.6,0.5,1.5,5.2,0.473,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0.5,1.2,1.6,0.047,-2.6,1.0,-1.6,0.2,2978250
69,stephencurry,80,80,32.7,8.2,16.8,0.48700000000000004,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8,0.638,0.251,2.4,11.4,7.0,38.6,3.0,0.5,14.3,28.9,11.5,4.1,15.7,0.28800000000000003,9.6,0.3,9.9,7.9,11000000
70,anthonydavis,68,68,36.1,9.4,17.6,0.535,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,0.591,0.384,8.0,24.1,16.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,14.0,0.27399999999999997,4.2,3.0,7.1,5.7,5799503
71,eddavis,79,24,23.3,3.6,5.9,0.601,0.601,1.2,2.4,0.48700000000000004,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,0.594,0.40299999999999997,13.3,23.1,18.0,8.3,1.4,4.3,9.5,14.8,4.6,1.6,6.3,0.16399999999999998,1.1,1.9,3.0,2.3,6666667
72,dewaynededmon,59,15,14.3,1.5,2.7,0.562,0.562,0.6,1.1,0.531,2.0,3.0,5.0,0.2,0.3,0.8,0.9,2.4,3.7,0.568,0.395,15.5,24.1,19.7,1.6,1.0,4.8,21.1,13.0,0.7,1.0,1.7,0.099,-3.6,0.3,-3.3,-0.3,687919
73,matthewdellavedova,67,13,20.6,1.7,4.6,0.36200000000000004,0.47200000000000003,0.4,0.6,0.763,0.6,1.3,1.9,3.0,0.4,0.0,0.9,2.3,4.8,0.493,0.124,3.1,7.3,5.2,21.1,0.9,0.1,15.9,12.6,1.4,0.5,1.9,0.067,-0.6,-2.0,-2.6,-0.2,1147276
74,luoldeng,72,72,33.6,5.1,10.9,0.469,0.518,2.7,3.5,0.7609999999999999,1.4,3.8,5.2,1.9,0.9,0.3,1.5,1.5,14.0,0.561,0.319,5.2,13.3,9.3,9.9,1.4,0.8,10.7,19.5,3.7,1.6,5.4,0.106,1.1,-0.6,0.5,1.5,9933037
75,demarderozan,60,60,35.0,6.8,16.5,0.413,0.426,6.0,7.2,0.8320000000000001,0.7,3.9,4.6,3.5,1.2,0.2,2.3,2.0,20.1,0.51,0.43799999999999994,2.3,12.9,7.6,17.0,1.8,0.4,10.4,28.4,2.6,1.4,4.0,0.09,-0.2,-1.4,-1.6,0.2,9500000
76,borisdiaw,81,15,24.5,3.6,7.8,0.46,0.503,0.9,1.1,0.774,1.0,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,0.526,0.147,4.5,15.2,10.0,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,0.08800000000000001,-0.6,0.7,0.1,1.1,7000000
77,gorguidieng,73,49,30.0,3.5,7.0,0.506,0.507,2.6,3.3,0.7829999999999999,3.1,5.3,8.3,2.0,1.0,1.7,1.7,2.6,9.7,0.573,0.47700000000000004,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,3.4,1.5,4.9,0.10800000000000001,0.1,2.4,2.5,2.5,1647336
78,spencerdinwiddie,34,1,13.4,1.5,5.0,0.302,0.337,0.9,1.0,0.912,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3,0.39399999999999996,0.201,0.9,10.9,5.7,34.9,2.2,1.0,15.2,21.1,-0.3,0.4,0.1,0.009000000000000001,-2.6,-1.5,-4.2,-0.2,841830
79,andredrummond,82,82,30.5,6.0,11.7,0.514,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,0.504,0.38,18.3,30.1,24.0,3.9,1.5,4.8,9.7,22.0,3.4,4.3,7.7,0.147,-1.2,1.1,-0.2,1.2,2664793
80,jareddudley,72,22,23.8,2.8,5.9,0.46799999999999997,0.556,0.7,0.9,0.716,0.6,2.4,3.1,1.8,1.0,0.2,0.9,1.6,7.2,0.5720000000000001,0.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,2.0,2.1,4.1,0.11599999999999999,0.1,0.5,0.6,1.1,4250000
81,timduncan,77,77,28.9,5.4,10.6,0.512,0.513,3.0,4.0,0.74,2.2,6.9,9.1,3.0,0.8,2.0,1.7,2.1,13.9,0.56,0.38,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,4.9,4.7,9.6,0.207,0.8,4.7,5.5,4.2,5425000
82,mikedunleavy,63,63,29.2,3.3,7.6,0.435,0.546,1.1,1.4,0.805,0.4,3.5,3.9,1.8,0.6,0.3,1.0,2.0,9.4,0.573,0.18100000000000002,1.7,12.7,7.3,9.7,1.1,0.8,10.4,14.2,2.4,1.7,4.1,0.10800000000000001,0.6,-0.2,0.4,1.1,4837500
