"","player","i","pos","age","team","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","avg_salary","contract_year"
"4283","Steve Blake",2013,"PG",32,"LAL",45,13,26.1,2.5,6,0.422,1.6,3.8,0.421,0.9,2.2,0.424,0.556,0.6,0.8,0.771,0.5,2.5,3.8,0.8,0.1,1.4,1.8,7.3,1175,11.7,0.573,0.633,0.13,2,10.1,21.9,1.5,0.4,17.8,13.2,1.6,0.8,2.4,0.097,0.7,-0.7,0.6,4000000,0
"4284","Steve Blake",2014,"PG",33,"GSW",28,1,21.7,1.6,4.3,0.375,1,2.8,0.342,0.6,1.5,0.439,0.488,0.2,0.3,0.625,0.2,1.8,3.6,0.7,0.2,1.1,1.3,4.4,607,9.4,0.494,0.658,0.067,0.9,9,22.7,1.6,0.7,20.1,11.2,0.3,0.7,1.1,0.084,-1.8,0.2,0.1,4000000,1
"4285","Steve Blake",2014,"PG",33,"TOT",55,28,27.2,2.4,6.4,0.377,1.4,3.8,0.376,1,2.6,0.378,0.489,0.6,0.8,0.767,0.2,2.7,5.6,1,0.1,1.9,1.5,6.9,1498,11,0.508,0.595,0.122,0.9,10.4,28.8,1.8,0.4,21.5,13.8,0.7,1.1,1.8,0.058,-0.9,-0.7,0.2,4000000,1
"4286","Steve Blake",2014,"PG",33,"LAL",27,27,33,3.3,8.6,0.378,1.9,4.9,0.397,1.3,3.8,0.353,0.489,1,1.3,0.8,0.3,3.5,7.6,1.3,0.1,2.6,1.8,9.5,891,12.1,0.515,0.562,0.15,1,11.4,33,1.9,0.2,22.2,15.7,0.4,0.3,0.8,0.041,-0.3,-1.3,0.1,4000000,1
"4287","Steve Blake",2015,"PG",34,"POR",81,0,18.9,1.5,4,0.373,1,2.7,0.352,0.6,1.3,0.417,0.491,0.4,0.5,0.707,0.2,1.5,3.6,0.5,0.1,1.3,1.5,4.3,1529,9.5,0.507,0.67,0.125,1.1,8.3,26.2,1.4,0.2,23.2,13.2,0.7,1.4,2.1,0.066,-1.2,-0.9,0,2123733,0
"4288","Steve Blake",2016,"PG",35,"DET",58,2,17,1.6,4.1,0.388,0.9,2.6,0.344,0.7,1.5,0.461,0.496,0.3,0.3,0.8,0.2,1.4,3.4,0.4,0.1,1.4,1.2,4.4,986,9.8,0.51,0.629,0.083,1,9.2,29.5,1.2,0.4,24.6,14.6,0.3,0.8,1.1,0.053,-1.8,-1.8,-0.4,2123733,0
"4289","Steve Nash",2012,"PG",37,"PHO",62,62,31.6,4.8,9,0.532,0.9,2.3,0.39,3.9,6.7,0.58,0.581,2,2.3,0.894,0.4,2.6,10.7,0.6,0.1,3.7,0.9,12.5,1961,20.3,0.625,0.254,0.256,1.5,9.1,53.1,1,0.3,27.1,19.6,5.2,0.6,5.9,0.144,2.9,-3.5,0.7,11000000,1
"4290","Steve Nash",2013,"PG",38,"LAL",50,50,32.5,4.7,9.5,0.497,1.1,2.6,0.438,3.6,6.9,0.519,0.557,2.1,2.3,0.922,0.5,2.3,6.7,0.6,0.1,2.5,1.4,12.7,1627,16,0.605,0.274,0.244,1.8,7.7,32.8,0.9,0.2,19.3,17.8,3.7,0.6,4.3,0.127,1.5,-2.6,0.4,9300500,0
"4291","Steve Nash",2014,"PG",39,"LAL",15,10,20.9,2.4,6.3,0.383,0.5,1.6,0.333,1.9,4.7,0.4,0.426,1.5,1.6,0.917,0.3,1.7,5.7,0.5,0.1,2.1,1.2,6.8,313,12.2,0.488,0.255,0.255,1.4,8.5,40.3,1.1,0.5,22.9,18.9,0.1,0,0.1,0.017,-2.5,-3.7,-0.3,9300500,0
"4292","Steve Novak",2012,"PF",28,"NYK",54,0,18.9,3,6.2,0.478,2.5,5.2,0.472,0.5,1,0.509,0.675,0.4,0.5,0.846,0.2,1.8,0.2,0.3,0.2,0.4,1.1,8.8,1020,15.9,0.684,0.837,0.077,1,10.9,2,0.8,0.7,5.7,16.2,2.9,0.9,3.9,0.181,3.7,-2.7,0.8,992680,1
"4293","Steve Novak",2013,"SF",29,"NYK",81,1,20.3,2.2,5.3,0.414,1.8,4.3,0.425,0.4,1,0.367,0.587,0.4,0.4,0.909,0.2,1.7,0.4,0.3,0.1,0.1,1.2,6.6,1641,11.3,0.602,0.816,0.077,1.2,10,3.3,0.9,0.4,2.6,13,3.2,0.8,4,0.116,2,-2,0.8,3750001,0
"4294","Steve Novak",2014,"PF",30,"TOR",54,1,10,1.1,2.7,0.411,1,2.3,0.426,0.1,0.4,0.333,0.589,0.1,0.1,1,0.1,0.9,0.2,0.2,0.1,0.1,0.8,3.3,540,11.1,0.599,0.836,0.041,1.7,10.8,3.8,1.2,0.6,3.3,12.9,1,0.5,1.4,0.127,1.1,-1.7,0.2,3750001,0
"4295","Steve Novak",2015,"PF",31,"OKC",13,0,6.8,0.5,1.6,0.286,0.2,1.2,0.2,0.2,0.5,0.5,0.357,0,0,NA,0.1,0.4,0.4,0,0.1,0.2,0.8,1.2,88,1.3,0.357,0.714,0,1.2,6,7.7,0,0.9,8.7,11.3,-0.1,0,-0.1,-0.032,-4.5,-2.8,-0.1,3750001,0
"4296","Steve Novak",2015,"SF",31,"UTA",22,0,5,0.7,1.6,0.457,0.7,1.5,0.485,0,0.1,0,0.686,0,0.1,0,0,0.7,0.3,0,0,0.1,0.6,2.2,109,14.5,0.669,0.943,0.057,1.1,15.8,9.3,0,0.7,7.7,16.4,0.3,0.1,0.4,0.162,3.3,-3.6,0,3750001,0
"4297","Steve Novak",2015,"SF-PF",31,"TOT",35,0,5.6,0.6,1.6,0.393,0.5,1.4,0.396,0.1,0.2,0.375,0.563,0,0.1,0,0.1,0.6,0.3,0,0.1,0.1,0.7,1.8,197,8.6,0.554,0.857,0.036,1.1,11.4,8.6,0,0.8,8.1,14.1,0.2,0.1,0.3,0.075,-0.2,-3.2,-0.1,3750001,0
"4298","Steve Novak",2016,"PF",32,"MIL",3,0,6.7,0.7,2,0.333,0.7,2,0.333,0,0,NA,0.5,0.3,0.3,1,0,0.3,0,0,0,0,0.7,2.3,20,6.7,0.543,1,0.167,0,5.7,0,0,0,0,14.5,0,0,0,0.05,-0.5,-7.3,0,424903,0
"4299","Steve Novak",2016,"PF",32,"OKC",7,0,3.4,0.9,1.7,0.5,0.7,1.3,0.556,0.1,0.4,0.333,0.708,0,0,NA,0,0.6,0,0,0,0.1,0.1,2.4,24,20.8,0.708,0.75,0,0,17.2,0,0,0,7.7,23.1,0.1,0,0.1,0.181,2.9,-8.5,0,424903,0
"4300","Steve Novak",2016,"PF",32,"TOT",10,0,4.4,0.8,1.8,0.444,0.7,1.5,0.467,0.1,0.3,0.333,0.639,0.1,0.1,1,0,0.5,0,0,0,0.1,0.3,2.4,44,14.4,0.651,0.833,0.056,0,12,0,0,0,5.1,19.2,0.1,0,0.1,0.121,1.3,-8,-0.1,424903,0
"4301","Steven Adams",2014,"C",20,"OKC",81,20,14.8,1.1,2.3,0.503,0,0,NA,1.1,2.3,0.503,0.503,1,1.7,0.581,1.8,2.3,0.5,0.5,0.7,0.9,2.5,3.3,1197,11.2,0.541,0,0.735,14.1,17.1,4.9,1.7,3.9,22.5,11.7,0.9,1.9,2.9,0.114,-2.1,2.4,0.7,2423849,0
"4302","Steven Adams",2015,"C",21,"OKC",70,67,25.3,3.1,5.7,0.544,0,0,0,3.1,5.7,0.547,0.544,1.5,2.9,0.502,2.8,4.6,0.9,0.5,1.2,1.4,3.2,7.7,1771,14.1,0.549,0.005,0.514,12.2,19.3,5.5,1.1,3.8,16.8,14.3,1.9,2.2,4.1,0.111,-1.4,1.8,1.1,2423849,0
"4303","Steven Adams",2016,"C",22,"OKC",80,80,25.2,3.3,5.3,0.613,0,0,NA,3.3,5.3,0.613,0.613,1.4,2.5,0.582,2.7,3.9,0.8,0.5,1.1,1.1,2.8,8,2014,15.5,0.621,0,0.46,12.5,16.1,4.3,1,3.3,14.1,12.6,4.2,2.3,6.5,0.155,0.8,1.3,2.1,2423849,0
"4304","Steven Adams",2017,"C",23,"OKC",80,80,29.9,4.7,8.2,0.571,0,0,0,4.7,8.2,0.572,0.571,2,3.2,0.611,3.5,4.2,1.1,1.1,1,1.8,2.4,11.3,2389,16.5,0.589,0.002,0.392,13,15.4,5.4,1.8,2.6,16,16.2,3.3,3.1,6.5,0.13,-0.7,1.2,1.5,2423849,0
"4305","Steven Adams",2018,"C",24,"OKC",76,76,32.7,5.9,9.4,0.629,0,0,0,5.9,9.3,0.631,0.629,2.1,3.8,0.559,5.1,4,1.2,1.2,1,1.7,2.8,13.9,2487,20.6,0.63,0.003,0.402,16.6,13.9,5.5,1.8,2.8,13.2,16.7,6.7,3,9.7,0.187,2.2,1.1,3.3,25000000,0
"4306","T.J. Ford",2012,"PG",28,"SAS",14,0,13.6,1.4,3.1,0.442,0.1,0.6,0.25,1.2,2.5,0.486,0.465,0.8,1,0.786,0.2,1.1,3.2,0.6,0.1,1.6,1.6,3.6,191,11,0.519,0.186,0.326,1.8,8.8,32.7,2.4,0.8,31.9,17.2,0,0.2,0.2,0.053,-3.1,-0.6,-0.1,1146337,0
"4307","T.J. Leaf",2018,"PF",20,"IND",53,0,8.7,1.2,2.6,0.471,0.3,0.8,0.429,0.9,1.8,0.489,0.537,0.2,0.3,0.625,0.5,1,0.2,0.1,0.1,0.2,0.8,2.9,459,10.7,0.545,0.309,0.118,7.2,13,2.8,0.5,0.8,6.5,14.9,0.5,0.3,0.8,0.082,-1.9,-2.9,-0.3,2217960,0
"4308","T.J. McConnell",2016,"PG",23,"PHI",81,17,19.8,2.7,5.7,0.47,0.4,1.1,0.348,2.3,4.6,0.499,0.503,0.3,0.5,0.634,0.5,2.6,4.5,1.2,0.1,1.7,1.4,6.1,1606,14.5,0.511,0.192,0.088,2.8,14.5,37.2,2.9,0.5,22.5,17,0.6,1.4,1.9,0.058,-1.7,-0.4,0,804825,0
"4309","T.J. McConnell",2017,"PG",24,"PHI",81,51,26.3,2.9,6.3,0.461,0.1,0.7,0.2,2.8,5.6,0.492,0.472,0.9,1.1,0.811,0.5,2.6,6.6,1.7,0.1,2,1.7,6.9,2133,13.7,0.504,0.107,0.176,2,11,37.5,3.1,0.4,22.4,14.4,1.4,2.4,3.8,0.084,-2,0.1,0,804825,0
"4310","T.J. McConnell",2018,"PG",25,"PHI",76,1,22.4,2.8,5.5,0.499,0.4,0.8,0.435,2.4,4.7,0.51,0.531,0.4,0.5,0.795,0.5,2.5,4,1.2,0.2,1.5,1.6,6.3,1706,12.5,0.545,0.147,0.093,2.4,11.5,24.5,2.6,0.6,20.4,13.8,1.3,2.5,3.8,0.108,-1.8,1.1,0.5,804825,0
"4311","T.J. Warren",2015,"SF",21,"PHO",40,1,15.4,2.8,5.4,0.528,0.1,0.5,0.238,2.7,4.8,0.56,0.54,0.4,0.5,0.737,1,1.1,0.6,0.5,0.2,0.7,1.3,6.1,614,14,0.551,0.098,0.089,7.3,7.9,6.6,1.5,1.1,10.8,17.8,0.7,0.4,1.1,0.085,-1,-1.1,0,2319013,0
"4312","T.J. Warren",2016,"SF",22,"PHO",47,4,22.8,4.7,9.4,0.501,0.6,1.5,0.4,4.1,7.9,0.52,0.533,1,1.4,0.703,1.2,1.9,0.9,0.8,0.3,0.7,2,11,1070,15.7,0.549,0.159,0.145,5.7,9.3,7.2,1.7,1.2,6.4,19.9,1.7,0.6,2.2,0.101,0.2,-1.3,0.2,2319013,0
"4313","T.J. Warren",2017,"SF",23,"PHO",66,59,31,6.1,12.3,0.495,0.4,1.5,0.265,5.7,10.8,0.527,0.511,1.8,2.3,0.773,1.9,3.2,1.1,1.2,0.6,0.9,2.7,14.4,2048,15.6,0.539,0.12,0.189,6.5,11.7,5.8,1.8,1.5,6.1,19.2,3,1.1,4.1,0.096,0.2,-0.5,0.9,2319013,0
"4314","T.J. Warren",2018,"SF",24,"PHO",65,65,33,8.1,16.4,0.498,0.3,1.4,0.222,7.8,15,0.523,0.507,3,3.9,0.757,1.9,3.2,1.3,1,0.6,1.3,2.3,19.6,2142,17.6,0.541,0.085,0.24,6.1,10.5,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,0.077,-0.1,-1.7,0.1,2319013,0
"4316","Taj Gibson",2012,"PF",26,"CHI",63,0,20.4,3.2,6.4,0.495,0,0,NA,3.2,6.4,0.495,0.495,1.3,2.1,0.622,2.1,3.1,0.7,0.4,1.3,1,2.1,7.7,1284,16.9,0.522,0,0.334,12,16.8,5.9,1.1,4.5,11.5,18.6,1.8,2.6,4.5,0.167,-1.1,2.3,1,2172737,0
"4317","Taj Gibson",2013,"PF",27,"CHI",65,5,22.4,3.3,6.8,0.485,0,0.1,0,3.3,6.7,0.49,0.485,1.4,2,0.679,1.9,3.4,0.9,0.4,1.4,1.2,2.6,8,1459,14.4,0.518,0.009,0.297,9.7,17.5,7.1,1,4.7,13.2,18.1,1,2.3,3.3,0.109,-2.6,2.1,0.5,2172737,0
"4318","Taj Gibson",2014,"PF",28,"CHI",82,8,28.7,5.2,10.9,0.479,0,0.1,0,5.2,10.8,0.483,0.479,2.6,3.4,0.751,2.4,4.4,1.1,0.5,1.4,1.8,2.5,13,2351,16,0.524,0.008,0.314,9.8,17.1,7.3,0.9,3.7,12.8,23,1.4,4.4,5.7,0.117,-2.6,1.4,0.5,8250000,0
"4319","Taj Gibson",2015,"PF",29,"CHI",62,17,27.3,4.1,8.2,0.502,0,0,NA,4.1,8.2,0.502,0.502,2.1,3,0.717,2.6,3.8,1.1,0.6,1.2,1.2,2.6,10.3,1692,16.1,0.545,0,0.364,10.7,14.6,6.9,1.1,3.2,11.6,17.6,2.7,2.1,4.8,0.137,-0.6,1.1,1.1,8250000,0
"4320","Taj Gibson",2016,"PF",30,"CHI",73,55,26.5,3.6,6.8,0.526,0,0,0,3.6,6.8,0.529,0.526,1.4,2,0.692,2.8,4.1,1.5,0.6,1.1,1.1,2.5,8.6,1936,15.7,0.556,0.006,0.292,11.4,15.9,8.3,1.2,2.9,12.1,14.6,3.2,2.2,5.4,0.133,-0.1,1.7,1.7,8250000,0
"4321","Taj Gibson",2017,"PF",31,"CHI",55,55,27.3,5,9.6,0.521,0,0.2,0.167,5,9.4,0.529,0.523,1.5,2.2,0.714,2.2,4.8,1.1,0.5,0.9,1.4,2.2,11.6,1502,15.4,0.549,0.023,0.225,8.5,19,6.5,0.9,2.6,11.7,19.2,1.4,1.9,3.3,0.104,-2,0.6,0.3,8250000,1
"4322","Taj Gibson",2017,"PF",31,"CHI",55,55,27.3,5,9.6,0.521,0,0.2,0.167,5,9.4,0.529,0.523,1.5,2.2,0.714,2.2,4.8,1.1,0.5,0.9,1.4,2.2,11.6,1502,15.4,0.549,0.023,0.225,8.5,19,6.5,0.9,2.6,11.7,19.2,1.4,1.9,3.3,0.104,-2,0.6,0.3,6370294,1
"4323","Taj Gibson",2017,"PF",31,"TOT",78,71,25.5,4.7,9.1,0.515,0,0.2,0.231,4.6,8.9,0.52,0.517,1.4,2,0.715,2,4.2,0.9,0.5,0.8,1.3,2.1,10.8,1989,15,0.543,0.018,0.223,8.6,17.9,5.9,1,2.6,11.9,19.3,1.6,2.5,4,0.097,-2.4,0.3,-0.1,8250000,1
"4324","Taj Gibson",2017,"PF",31,"TOT",78,71,25.5,4.7,9.1,0.515,0,0.2,0.231,4.6,8.9,0.52,0.517,1.4,2,0.715,2,4.2,0.9,0.5,0.8,1.3,2.1,10.8,1989,15,0.543,0.018,0.223,8.6,17.9,5.9,1,2.6,11.9,19.3,1.6,2.5,4,0.097,-2.4,0.3,-0.1,6370294,1
"4325","Taj Gibson",2017,"PF",31,"OKC",23,16,21.2,3.9,7.8,0.497,0,0,1,3.8,7.7,0.494,0.5,1.2,1.7,0.718,1.7,2.8,0.6,0.6,0.7,1.2,1.7,9,487,13.8,0.528,0.006,0.218,8.6,14.8,4.2,1.4,2.5,12.5,19.5,0.2,0.6,0.8,0.076,-3.9,-0.7,-0.3,8250000,1
"4326","Taj Gibson",2017,"PF",31,"OKC",23,16,21.2,3.9,7.8,0.497,0,0,1,3.8,7.7,0.494,0.5,1.2,1.7,0.718,1.7,2.8,0.6,0.6,0.7,1.2,1.7,9,487,13.8,0.528,0.006,0.218,8.6,14.8,4.2,1.4,2.5,12.5,19.5,0.2,0.6,0.8,0.076,-3.9,-0.7,-0.3,6370294,1
"4327","Taj Gibson",2018,"PF",32,"MIN",82,82,33.2,5.2,9,0.577,0.1,0.4,0.2,5.1,8.6,0.595,0.581,1.7,2.3,0.768,2.4,4.8,1.2,0.8,0.7,1.1,2.7,12.2,2726,15.4,0.61,0.047,0.251,8.1,16.7,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.9,0.2,2.1,14000000,0
"4328","Tarik Black",2015,"C",23,"LAL",38,27,21.1,2.9,5,0.589,0,0,NA,2.9,5,0.589,0.589,1.3,2.3,0.562,2.2,4.1,0.9,0.3,0.6,0.8,2.7,7.2,803,16.3,0.598,0,0.468,11.1,22.5,6.8,0.8,2.2,11.2,14.3,1.7,0.4,2.2,0.129,-0.3,-0.2,0.3,676198,0
"4329","Tarik Black",2015,"C",23,"HOU",25,12,15.7,1.8,3.3,0.542,0,0,0,1.8,3.3,0.549,0.542,0.6,1.2,0.517,2.3,2.8,0.3,0.2,0.1,0.8,2.2,4.2,393,11.6,0.548,0.012,0.349,16.3,19.3,3.1,0.8,0.4,16.6,12.7,0.5,0.4,0.9,0.113,-2.4,-1.3,-0.2,676198,0
"4330","Tarik Black",2015,"C",23,"TOT",63,39,19,2.5,4.3,0.575,0,0,0,2.5,4.3,0.577,0.575,1,1.9,0.551,2.3,3.6,0.7,0.3,0.4,0.8,2.5,6,1196,14.7,0.583,0.004,0.432,12.8,21.4,5.6,0.8,1.6,12.9,13.8,2.2,0.9,3.1,0.124,-1,-0.6,0.1,676198,0
"4331","Tarik Black",2016,"C",24,"LAL",39,0,12.7,1.5,2.7,0.548,0,0,NA,1.5,2.7,0.548,0.548,0.5,1.2,0.422,1.1,2.9,0.4,0.4,0.5,0.6,2,3.4,496,12.3,0.537,0,0.433,9.2,25.4,5.2,1.4,2.9,15.1,12.9,0.3,0.4,0.7,0.072,-4,0.6,-0.2,676198,1
"4332","Tarik Black",2017,"C",25,"LAL",67,16,16.3,2.2,4.4,0.51,0,0,0.5,2.2,4.4,0.51,0.512,1.2,1.6,0.752,2.1,3,0.6,0.4,0.7,0.9,2.6,5.7,1091,15,0.56,0.007,0.371,13.9,20.7,5.3,1.3,3.3,14.5,15.7,1.5,0.8,2.4,0.105,-1.8,0.2,0.1,6423163,1
"4333","Tarik Black",2018,"C",26,"HOU",51,2,10.5,1.5,2.5,0.591,0,0.2,0.091,1.5,2.3,0.638,0.594,0.6,1.2,0.46,1.2,2,0.3,0.4,0.6,0.7,2.1,3.5,536,14.3,0.582,0.087,0.496,13.4,20.9,3.7,1.9,4.8,18.4,15.6,0.5,1,1.5,0.136,-3,2.1,0.1,3290000,0
"4337","Tayshaun Prince",2012,"SF",31,"DET",63,63,33.1,5.3,12.7,0.421,0.6,1.7,0.356,4.7,11,0.431,0.444,1.4,1.8,0.774,1.1,3.3,2.4,0.4,0.5,1.2,1.2,12.7,2087,12.8,0.47,0.13,0.144,4,12.4,13.2,0.7,1.2,8,20.4,1.2,0.9,2.1,0.048,-1,-1.3,-0.1,7000000,0
"4338","Tayshaun Prince",2013,"SF",32,"DET",45,45,32.4,4.8,10.8,0.444,0.5,1.2,0.434,4.3,9.6,0.445,0.468,1.6,2.1,0.796,1,3.7,2.5,0.5,0.3,1.2,1,11.7,1457,12.5,0.502,0.11,0.192,3.3,13.4,12.6,0.8,0.7,9.3,18.1,1.2,0.6,1.7,0.057,-1.2,-1,-0.1,7000000,0
"4339","Tayshaun Prince",2013,"SF",32,"TOT",82,81,32.1,4.4,10,0.438,0.5,1.1,0.404,3.9,8.9,0.442,0.461,1.2,1.6,0.738,0.9,3.6,2.4,0.6,0.3,1.1,1,10.4,2631,11.5,0.486,0.115,0.159,3.1,13.2,12.1,1,0.8,9.2,16.8,1.5,2.1,3.6,0.065,-1.6,0,0.3,7000000,0
"4340","Tayshaun Prince",2013,"SF",32,"MEM",37,36,31.7,3.9,9.1,0.429,0.4,1.1,0.366,3.5,8,0.437,0.451,0.6,1,0.595,0.8,3.4,2.3,0.7,0.3,0.9,1.1,8.8,1174,10.2,0.461,0.122,0.11,2.9,12.9,11.6,1.2,0.8,9,15.2,0.3,1.6,1.8,0.075,-2.1,1.2,0.3,7000000,0
"4341","Tayshaun Prince",2014,"SF",33,"MEM",76,76,25.6,2.6,6.5,0.407,0.3,0.9,0.29,2.4,5.6,0.426,0.427,0.4,0.8,0.567,0.4,2.7,1.6,0.5,0.3,0.5,0.8,6,1948,8.2,0.438,0.14,0.122,1.9,12.3,8.9,1.1,0.8,7.3,13.3,-0.2,1.8,1.5,0.038,-3.1,0.6,-0.3,7000000,0
"4342","Tayshaun Prince",2015,"SF",34,"DET",23,7,24.8,3,7,0.431,0.5,1.1,0.423,2.5,5.8,0.433,0.466,0.8,1.3,0.655,1.1,3.1,1.7,0.7,0.3,0.7,1.1,7.3,571,11.8,0.486,0.163,0.181,4.6,14.3,10.3,1.4,1.1,8.5,14.7,0.4,0.4,0.9,0.072,-1.8,0.5,0.1,7000000,1
"4343","Tayshaun Prince",2015,"SF",34,"MEM",26,9,24.2,2.9,7,0.41,0.6,1.3,0.455,2.3,5.8,0.4,0.451,1,1.2,0.833,0.8,2.4,1.4,0.3,0.2,0.6,0.8,7.3,628,10.6,0.484,0.18,0.164,3.8,11.2,8.9,0.7,0.8,7.1,15.4,0.4,0.6,1,0.073,-1.8,-0.2,0,7000000,1
"4344","Tayshaun Prince",2015,"SF",34,"TOT",58,16,24.1,3.1,6.9,0.44,0.5,1.2,0.463,2.5,5.8,0.436,0.479,0.8,1.1,0.754,0.9,2.7,1.6,0.5,0.3,0.6,0.9,7.5,1397,12,0.504,0.167,0.162,4.1,12.8,10.3,1.1,0.9,7.5,15,1.3,1.2,2.5,0.086,-1.5,0.1,0.2,7000000,1
"4345","Tayshaun Prince",2015,"SF",34,"BOS",9,0,22,3.7,6.6,0.559,0.6,0.9,0.625,3.1,5.7,0.549,0.602,0.6,0.7,0.833,0.7,2.7,2,0.6,0.2,0.4,0.8,8.4,198,16.9,0.616,0.136,0.102,3.3,13.5,14.3,1.3,0.8,6.1,14.5,0.5,0.2,0.7,0.165,0.7,-0.1,0.1,7000000,1
"4346","Tayshaun Prince",2016,"SF",35,"MIN",77,44,19,1.3,3,0.445,0.1,0.3,0.174,1.3,2.7,0.476,0.454,0.2,0.2,0.684,0.4,1.5,0.9,0.5,0.2,0.4,0.8,2.9,1462,6.3,0.466,0.1,0.083,2.6,9,7,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.014,-2.9,-0.2,-0.4,1499187,0
"4347","Terrance Ferguson",2018,"SG",19,"OKC",61,12,12.5,1.1,2.8,0.414,0.7,2,0.333,0.5,0.8,0.612,0.533,0.1,0.2,0.9,0.3,0.5,0.3,0.4,0.2,0.2,1.4,3.1,763,7.4,0.545,0.71,0.059,2.7,4.2,3.4,1.6,1.2,6,10.4,0.7,0.5,1.2,0.077,-1.2,-1.3,-0.1,1951920,0
"4348","Terrel Harris",2012,"SG",24,"MIA",22,1,14.5,1.3,3.8,0.349,0.4,1.8,0.205,1,2,0.477,0.398,0.6,1,0.667,0.8,1.5,1.2,0.4,0.1,1.1,1.5,3.6,318,6.7,0.434,0.47,0.253,7,11.9,12.2,1.5,0.5,21.3,17.1,-0.3,0.4,0.1,0.011,-3,-0.5,-0.1,473604,0
"4349","Terrel Harris",2013,"SG",25,"NOH",13,0,8.3,0.2,1.5,0.105,0,0.5,0,0.2,0.9,0.167,0.105,0.1,0.2,0.5,0,1.3,0.5,0.2,0.2,1,1.1,0.4,108,-6.8,0.126,0.368,0.105,0,19.1,8.9,1,2.3,39.5,14.2,-0.7,0.1,-0.6,-0.267,-13,0.9,-0.3,4484,0
"4350","Terrel Harris",2013,"SG",25,"NOH",13,0,8.3,0.2,1.5,0.105,0,0.5,0,0.2,0.9,0.167,0.105,0.1,0.2,0.5,0,1.3,0.5,0.2,0.2,1,1.1,0.4,108,-6.8,0.126,0.368,0.105,0,19.1,8.9,1,2.3,39.5,14.2,-0.7,0.1,-0.6,-0.267,-13,0.9,-0.3,4484,0
"4351","Terrel Harris",2013,"SG",25,"NOH",13,0,8.3,0.2,1.5,0.105,0,0.5,0,0.2,0.9,0.167,0.105,0.1,0.2,0.5,0,1.3,0.5,0.2,0.2,1,1.1,0.4,108,-6.8,0.126,0.368,0.105,0,19.1,8.9,1,2.3,39.5,14.2,-0.7,0.1,-0.6,-0.267,-13,0.9,-0.3,486982,0
"4352","Terrel Harris",2013,"SG",25,"MIA",7,0,4.1,0.3,1.1,0.25,0,0.1,0,0.3,1,0.286,0.25,0.9,1.1,0.75,0.6,0.7,0.3,0,0,0.6,0.4,1.4,29,7.2,0.434,0.125,1,18,20.1,9.5,0,0,25.8,25.6,0,0,0,-0.04,-6.9,-3.6,-0.1,4484,0
"4353","Terrel Harris",2013,"SG",25,"MIA",7,0,4.1,0.3,1.1,0.25,0,0.1,0,0.3,1,0.286,0.25,0.9,1.1,0.75,0.6,0.7,0.3,0,0,0.6,0.4,1.4,29,7.2,0.434,0.125,1,18,20.1,9.5,0,0,25.8,25.6,0,0,0,-0.04,-6.9,-3.6,-0.1,4484,0
"4354","Terrel Harris",2013,"SG",25,"MIA",7,0,4.1,0.3,1.1,0.25,0,0.1,0,0.3,1,0.286,0.25,0.9,1.1,0.75,0.6,0.7,0.3,0,0,0.6,0.4,1.4,29,7.2,0.434,0.125,1,18,20.1,9.5,0,0,25.8,25.6,0,0,0,-0.04,-6.9,-3.6,-0.1,486982,0
"4355","Terrel Harris",2013,"SG",25,"TOT",20,0,6.9,0.2,1.4,0.148,0,0.4,0,0.2,1,0.211,0.148,0.4,0.5,0.7,0.2,1.1,0.5,0.1,0.2,0.9,0.9,0.8,137,-3.8,0.239,0.296,0.37,3.8,19.3,9,0.8,1.8,35.1,16.6,-0.7,0.1,-0.6,-0.219,-11.7,0,-0.3,4484,0
"4356","Terrel Harris",2013,"SG",25,"TOT",20,0,6.9,0.2,1.4,0.148,0,0.4,0,0.2,1,0.211,0.148,0.4,0.5,0.7,0.2,1.1,0.5,0.1,0.2,0.9,0.9,0.8,137,-3.8,0.239,0.296,0.37,3.8,19.3,9,0.8,1.8,35.1,16.6,-0.7,0.1,-0.6,-0.219,-11.7,0,-0.3,4484,0
"4357","Terrel Harris",2013,"SG",25,"TOT",20,0,6.9,0.2,1.4,0.148,0,0.4,0,0.2,1,0.211,0.148,0.4,0.5,0.7,0.2,1.1,0.5,0.1,0.2,0.9,0.9,0.8,137,-3.8,0.239,0.296,0.37,3.8,19.3,9,0.8,1.8,35.1,16.6,-0.7,0.1,-0.6,-0.219,-11.7,0,-0.3,486982,0
"4358","Terrence Jones",2013,"PF",21,"HOU",19,0,14.5,2.3,4.9,0.457,0.3,1,0.263,2,3.9,0.507,0.484,0.7,0.9,0.765,1.5,1.9,0.8,0.6,1,0.7,1.1,5.5,276,17.1,0.512,0.202,0.181,11.6,15,8.6,2.2,5.2,11.4,18.1,0.3,0.4,0.7,0.128,-0.5,2.6,0.3,1786262,0
